MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,clinicalevents,referralevents,testevents,immunisationevents,readcode,readterm,databasebuild
47475,,,,398,36,0,0,1C17.00,Hearing aid problem,2009-02-01 00:00:00
47129,,,,53,2,0,0,2DH0.00,Uses hearing loop,2009-02-01 00:00:00
26058,,,,363,83,0,0,ZE3..00,Distorted hearing,2009-02-01 00:00:00
97761,,,,6,0,0,0,7319300,Attention to fixtures for bone anchored hearing prosthesis,2009-10-01 00:00:00
93446,,,,10,0,0,0,7317D00,Attention to hearing implant in middle ear,2009-02-01 00:00:00
107364,,,,33,1,0,0,F591900,Bilateral profound sensorineural hearing loss,2013-12-01 00:00:00
401,,,,8938,51,0,0,9N0b.00,Seen in hearing aid clinic,2009-02-01 00:00:00
107350,,,,397,8,0,0,F591C00,Moderate sensorineural hearing loss,2013-12-01 00:00:00
107912,,,,2,0,0,0,Z962.00,Provision of communicator for visual and hearing impairment,2014-04-01 00:00:00
100276,,,,47,2,0,0,F599.00,Severe acquired hearing loss,2010-07-01 00:00:00
13659,,,,1098,1985,0,0,ZL71500,Referral to hearing therapist,2009-02-01 00:00:00
52245,,,,92,1,0,0,Z8B5.00,Ability to use hearing aid,2009-02-01 00:00:00
30334,,,,152,28,0,0,ZE86.00,Difficulty hearing in noise,2009-02-01 00:00:00
17981,,,,356,22,0,0,3134600,Hearing test right abnormality,2009-02-01 00:00:00
36660,,,,8,0,0,0,F590100,Conductive hearing loss due to disorder of external ear,2009-02-01 00:00:00
57053,,,,38,1,0,0,P40zz00,Ear anomaly with hearing impaired NOS,2009-02-01 00:00:00
228,,,,3760,1062,19,0,9O6A.00,Child hearing screen second failure,2009-02-01 00:00:00
98553,,,,3,0,0,0,7319y00,Other specified attachment bone anchored hearing prosthesis,2010-02-01 00:00:00
20904,,,,540,24,0,0,9O69.00,Child hearing screen first failure,2009-02-01 00:00:00
17407,,,,685,199,0,0,Z8B5500,Difficulty using hearing aid,2009-02-01 00:00:00
98241,,,,11,0,0,0,7319z00,Attachment of bone anchored hearing prosthesis NOS,2009-12-01 00:00:00
97300,,,,2,0,0,0,Z911700,Switching on hearing aid,2009-08-01 00:00:00
53800,,,,26,1,0,0,FyuU100,[X]Other specified hearing loss,2009-02-01 00:00:00
62906,,,,9,0,0,0,F590y00,Combined conductive hearing loss,2009-02-01 00:00:00
93278,,,,16,0,0,0,7319400,One stage insert fixtures bone anchored hearing prosthesis,2009-02-01 00:00:00
18520,,,,2207,39,0,0,F591100,Sensory hearing loss,2009-02-01 00:00:00
100654,,,,95,3,0,0,F59A.00,Profound acquired hearing loss,2010-09-01 00:00:00
11619,,,,1453,64,0,0,Z9E8100,Hearing aid provision,2009-02-01 00:00:00
18375,,,,2760,91,0,0,Z8B5311,Uses hearing aid,2009-02-01 00:00:00
107607,,,,42,0,0,0,F591B00,Profound sensorineural hearing loss,2014-01-01 00:00:00
19694,,,,952,26,0,0,7311A00,Insertn bone anchors subcutaneous bone anchored hearing aid,2009-02-01 00:00:00
45604,,,,23,4,0,0,ZV53D00,[V]Adjustment and management of implanted hearing device,2009-02-01 00:00:00
19068,,,,3699,916,0,0,ZE87.19,Hearing impaired,2009-02-01 00:00:00
108030,,,,1,0,0,0,7319700,Second stage ins fixtures for bone anchored hearing prosth,2014-05-01 00:00:00
2876,,,,5817,460,0,0,ZV53200,[V]Fitting or adjustment of hearing aid,2009-02-01 00:00:00
30206,,,,406,11,0,0,Z911.00,Hearing aid procedure,2009-02-01 00:00:00
10170,,,,25250,3143,0,0,2DG..00,Hearing aid worn,2009-02-01 00:00:00
412,,,,416893,110838,24,0,F59..00,Hearing loss,2009-02-01 00:00:00
38563,,,,635,10,0,0,F59y.00,Other specified forms of hearing loss,2009-02-01 00:00:00
33583,,,,885,10,0,0,F590z00,Conductive hearing loss NOS,2009-02-01 00:00:00
52758,,,,62,1,0,0,F590200,Conductive hearing loss due to disorder of tympanic membrane,2009-02-01 00:00:00
84365,,,,77,2,0,0,7308400,Placement of hearing implant in external ear,2009-02-01 00:00:00
100127,,,,127,1,0,0,F598.00,Moderate acquired hearing loss,2010-07-01 00:00:00
103907,,,,51,6,0,0,Fy1..00,Combined visual and hearing impairment,2012-03-01 00:00:00
58826,,,,36,5,0,0,Z911E00,Fit ear mould for existing hearing aid,2009-02-01 00:00:00
17699,,,,3090,347,0,0,1C16.00,Deteriorating hearing,2009-02-01 00:00:00
7344,,,,5339,57,0,0,Z911100,Fit hearing aid,2009-02-01 00:00:00
52853,,,,19,0,0,0,8D24.00,Replace hearing aid battery,2009-02-01 00:00:00
107610,,,,42,1,0,0,F591E00,Severe sensorineural hearing loss,2014-01-01 00:00:00
42879,,,,103,40,0,0,Z911B00,Attention to hearing aid,2009-02-01 00:00:00
6846,,,,1141,16,0,0,F591200,Neural hearing loss,2009-02-01 00:00:00
59392,,,,37,0,0,0,7319,Attachment of bone anchored hearing prosthesis,2009-02-01 00:00:00
101755,,,,10,0,0,0,7319500,Fitting external hearing prosthesis bone anchored fixtures,2011-02-01 00:00:00
10509,,,,1207,93,0,0,3134400,Hearing test bilateral abnormality,2009-02-01 00:00:00
2061,,,,3874,358,0,0,F591000,Unspecified perceptive hearing loss,2009-02-01 00:00:00
96245,,,,746,36,0,0,F5A..00,Hearing impairment,2009-04-01 00:00:00
107323,,,,30,3,0,0,F591A00,Bilateral congenital sensorineural hearing loss,2013-12-01 00:00:00
11184,,,,342,32,0,0,ZE63.00,Hearing worse,2009-02-01 00:00:00
8247,,,,690,161,0,0,9O6B.00,Child hearing screen failure referred to specialist,2009-02-01 00:00:00
19666,,,,3046,623,0,0,ZE87.12,Difficulty hearing,2009-02-01 00:00:00
22102,,,,3824,1143,0,0,ZE87.13,Hard of hearing,2009-02-01 00:00:00
12324,,,,1062,296,0,0,ZE87.16,HL - Hearing loss,2009-02-01 00:00:00
7891,,,,1494,364,0,0,ZE87.17,HOH - Hard of hearing,2009-02-01 00:00:00
12692,,,,861,168,0,0,ZE87.15,HI - Hearing impairment,2009-02-01 00:00:00
19417,,,,1907,24,0,0,Z8B5300,Does use hearing aid,2009-02-01 00:00:00
