MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,clinicalevents,referralevents,testevents,immunisationevents,readcode,readterm,databasebuild
634,,,,36658,9788,1,0,PC5..00,Undescended testicle,2009-02-01 00:00:00
16341,,,,555,19,1,0,C172.00,Other testicular hypofunction,2009-02-01 00:00:00
38998,,,,59,1,0,0,PCy5.12,"Testicular agenesis, unilateral",2009-02-01 00:00:00
28215,,,,1313,125,0,0,PC5z.00,Undescended testicle NOS,2009-02-01 00:00:00
9577,,,,6318,373,0,0,C172.12,Testicular hypogonadism,2009-02-01 00:00:00
96086,,,,2,1,0,0,Cyu4C00,[X]Other testicular dysfunction,2009-02-01 00:00:00
56431,,,,36,0,0,0,C172y00,Other specified other testicular hypofunction,2009-02-01 00:00:00
41320,,,,89,5,0,0,C172z00,Other testicular hypofunction NOS,2009-02-01 00:00:00
48765,,,,23,0,0,0,PCy4.12,"Testicular agenesis, bilateral",2009-02-01 00:00:00
46426,,,,80,4,0,0,C17z.00,Testicular dysfunction NOS,2009-02-01 00:00:00
93759,,,,12,1,0,0,C17yz00,Other testicular dysfunction NOS,2009-02-01 00:00:00
21239,,,,793,68,0,0,C17..00,Testicular dysfunction,2009-02-01 00:00:00
66449,,,,9,0,0,0,C17y.00,Other testicular dysfunction,2009-02-01 00:00:00
4339,,,,307,35,0,0,PCy1200,Congenital aplasia of testicle,2009-02-01 00:00:00
63528,,,,14,1,0,0,C172000,Testicular hypofunc- defect adrenocortical hormone synthesis,2009-02-01 00:00:00
10965,,,,503,88,0,0,PC50.00,Cryptorchidism,2009-02-01 00:00:00
44918,,,,37,2,0,0,PC50000,"Cryptorchidism, unilateral",2009-02-01 00:00:00
33424,,,,5,0,0,0,PC50z00,Cryptorchidism NOS,2009-02-01 00:00:00
47565,,,,35,1,0,0,PC50100,"Cryptorchidism, bilateral",2009-02-01 00:00:00
