MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,clinicalevents,referralevents,testevents,immunisationevents,readcode,readterm,databasebuild
62401,,,,21,0,0,0,F371200,Polyneuropathy in rheumatoid arthritis,February 2009
4186,,,,4280,259,0,0,N043.00,Juvenile rheumatoid arthritis - Still's disease,February 2009
63198,,,,18,0,0,0,N040A00,Rheumatoid arthritis of DIP joint of finger,February 2009
99414,,,,5,0,0,0,N040L00,Rheumatoid arthritis of lesser MTP joint,May 2010
73619,,,,9,0,0,0,N040G00,Rheumatoid arthritis of subtalar joint,February 2009
6639,,,,7438,526,61,0,14G1.00,H/O: rheumatoid arthritis,February 2009
28853,,,,305,10,0,0,N04y012,Fibrosing alveolitis associated with rheumatoid arthritis,February 2009
44203,,,,46,3,1,0,N040100,Other rheumatoid arthritis of spine,February 2009
6916,,,,6946,227,0,0,N040P00,Seronegative rheumatoid arthritis,February 2009
21533,,,,685,17,0,0,N043200,Pauciarticular juvenile rheumatoid arthritis,February 2009
42299,,,,80,4,0,0,N040800,Rheumatoid arthritis of MCP joint,February 2009
107112,,,,6,0,0,0,N040M00,Rheumatoid arthritis of IP joint of toe,October 2013
50863,,,,157,3,0,0,N040D00,Rheumatoid arthritis of knee,February 2009
46436,,,,34,1,0,0,N042100,Rheumatoid lung disease,February 2009
31209,,,,22,1,0,0,F396400,Myopathy due to rheumatoid arthritis,February 2009
18155,,,,54,5,0,0,N040Q00,Rheumatoid bursitis,February 2009
70658,,,,7,0,0,0,N040H00,Rheumatoid arthritis of talonavicular joint,February 2009
31360,,,,367,2,0,0,N045500,Juvenile rheumatoid arthritis,February 2009
63365,,,,4,0,0,0,N040600,Rheumatoid arthritis of distal radio-ulnar joint,February 2009
47672,,,,59,3,0,0,K01x400,Nephrotic syndrome in systemic lupus erythematosus,February 2009
44095,,,,40,4,0,0,F371000,Polyneuropathy in disseminated lupus erythematosus,February 2009
65391,,,,17,0,0,0,M154300,Lupus erythematosus nodularis,February 2009
46148,,,,77,1,0,0,M154400,Lupus erythematosus profundus,February 2009
58706,,,,1,1,0,0,Nyu4300,[X]Other forms of systemic lupus erythematosus,February 2009
40797,,,,11,0,0,0,M154200,Lupus erythematosus migrans,February 2009
29519,,,,123,11,2,0,N000300,Systemic lupus erythematosus with organ or sys involv,February 2009
31564,,,,108,15,8,0,H57y400,Lung disease with systemic lupus erythematosus,February 2009
2667,,,,7082,426,0,0,M154100,Discoid lupus erythematosus,February 2009
20007,,,,591,39,1,0,N000000,Disseminated lupus erythematosus,February 2009
100692,,,,4,0,0,0,Myu7800,[X]Other local lupus erythematosus,September 2010
4125,,,,6846,489,27,0,M154.00,Lupus erythematosus,February 2009
33449,,,,17,0,0,0,M154000,Lupus erythematosus chronicus,February 2009
7522,,,,251,4,0,0,M154z00,Lupus erythematosus NOS,February 2009
42719,,,,356,4,0,0,N000z00,Systemic lupus erythematosus NOS,February 2009
11920,,,,38,3,0,0,N000400,Systemic lupus erythematosus with pericarditis,February 2009
101433,,,,23,2,0,0,N000600,Cerebral lupus,January 2011
7871,,,,19431,1374,47,0,N000.00,Systemic lupus erythematosus,February 2009
22205,,,,738,9,0,0,K01x411,Lupus nephritis,February 2009
25390,,,,1005,31,0,0,M154700,Subacute cutaneous lupus erythematosus,February 2009
108072,,,,2,0,0,0,F396100,Myopathy due to disseminated lupus erythematosus,May 2014
