medcode	readcode	clinical_events	immunisation_events	referral_events	test_events	read_term	database_build
73251	"BBEM.00"	0	0	0	0	"[M]Malignant melanoma in giant pigmented naevus"	"February 2009"
62088	"BBEG.00"	47	0	2	0	"[M]Malignant melanoma in Hutchinson's melanotic freckle"	"February 2009"
63574	"BBEC.00"	12	0	0	0	"[M]Malignant melanoma in junctional naevus"	"February 2009"
579	"BBE1.00"	9350	0	812	15	"[M]Malignant melanoma NOS"	"February 2009"
51353	"BBE1000"	10	0	1	0	"[M]Malignant melanoma, regressing"	"February 2009"
39059	"BBEX.00"	120	0	1	0	"[M]Melanoma in situ"	"February 2009"
7483	"BBE1.12"	7662	0	1018	1	"[M]Melanoma NOS"	"February 2009"
64874	"BBa4.00"	23	0	1	0	"[M]Melanotic neuroectodermal tumour"	"February 2009"
49811	"BBL6.00"	36	0	0	0	"[M]Mesodermal mixed tumour"	"February 2009"
40303	"BBET.00"	2	0	0	0	"[M]Mixed epithelioid and spindle melanoma"	"February 2009"
59919	"BB32.00"	53	0	1	0	"[M]Multicentric basal cell carcinoma"	"February 2009"
7693	"BBE..00"	3057	0	454	0	"[M]Naevi and melanomas"	"February 2009"
33734	"BBEz.00"	589	0	15	0	"[M]Naevi or melanoma NOS"	"February 2009"
832	"BBE0.12"	88127	0	13577	271	"[M]Naevus NOS"	"February 2009"
53522	"BBE7.00"	6	0	0	0	"[M]Neuronaevus"	"February 2009"
20982	"BBE2.00"	313	0	16	0	"[M]Nodular melanoma"	"February 2009"
4209	"BBE9.00"	332	0	63	2	"[M]Nonpigmented naevus"	"February 2009"
40494	"BB2..00"	732	0	77	1	"[M]Papillary and squamous cell neoplasms"	"February 2009"
49399	"BB2z.00"	54	0	2	0	"[M]Papillary or squamous cell neoplasm NOS"	"February 2009"
20807	"BB26.00"	191	0	18	0	"[M]Papillary squamous cell carcinoma"	"February 2009"
107884	"BBba000"	2	0	0	0	"[M]Peripheral neuroectodermal tumour"	"April 2014"
103066	"BB3G.00"	21	0	0	0	"[M]Pigmented basal cell carcinoma"	"October 2011"
3659	"BBE0.00"	10821	0	1761	31	"[M]Pigmented naevus NOS"	"February 2009"
41695	"BBba.00"	82	0	0	0	"[M]Primitive neuroectodermal tumour"	"February 2009"
100117	"BB60000"	3	0	0	0	"[M]Skin appendage adenoma"	"July 2010"
95046	"BB60.00"	3	0	0	0	"[M]Skin appendage adenoma and carcinoma"	"February 2009"
68783	"BB60100"	2	0	0	0	"[M]Skin appendage carcinoma"	"February 2009"
44061	"BBEQ.00"	40	0	1	0	"[M]Spindle cell melanoma NOS"	"February 2009"
92293	"BBES.00"	1	0	0	0	"[M]Spindle cell melanoma, type B"	"February 2009"
34237	"BBEa.00"	229	0	9	0	"[M]Spindle cell naevus"	"February 2009"
61928	"BB2H.00"	8	0	1	0	"[M]Squamous cell ca-in-situ, questionable stromal invasion"	"February 2009"
10134	"BB29.00"	1278	0	42	1	"[M]Squamous cell carcinoma in situ NOS"	"February 2009"
1624	"BB2A.00"	41055	0	2590	16	"[M]Squamous cell carcinoma NOS"	"February 2009"
94873	"BB2A.13"	30	0	3	0	"[M]Squamous cell carcinoma of skin NOS"	"February 2009"
29787	"BB2C.00"	255	0	20	0	"[M]Squamous cell carcinoma, keratinising type NOS"	"February 2009"
59143	"BB2D.00"	6	0	0	0	"[M]Squamous cell carcinoma, large cell, non-keratinising"	"February 2009"
24293	"BB2B.00"	1200	0	16	0	"[M]Squamous cell carcinoma, metastatic NOS"	"February 2009"
33497	"BB2J.00"	109	0	4	0	"[M]Squamous cell carcinoma, microinvasive"	"February 2009"
41816	"BB2E.00"	71	0	1	0	"[M]Squamous cell carcinoma, small cell, non-keratinising"	"February 2009"
45458	"BB2F.00"	33	0	1	0	"[M]Squamous cell carcinoma, spindle cell type"	"February 2009"
7967	"BB2..12"	10923	0	969	0	"[M]Squamous cell neoplasms"	"February 2009"
155	"BB25.00"	3828	0	197	60	"[M]Squamous cell papilloma"	"February 2009"
45189	"BBZJ.00"	11	0	1	0	"[M]Squamous odontogenic tumour"	"February 2009"
27905	"BBGK.14"	56	0	1	0	"[M]Subepidermal nodular fibrosis"	"February 2009"
102417	"BB3C.00"	453	0	8	0	"[M]Superficial basal cell carcinoma"	"June 2011"
24208	"BBEH.00"	856	0	34	0	"[M]Superficial spreading melanoma"	"February 2009"
4852	"BB24.12"	685	0	121	0	"[M]Verrucous squamous cell carcinoma"	"February 2009"
33367	"Myu6F00"	2481	0	23	0	"[X]Acne, unspecified"	"February 2009"
53347	"Myu..00"	5	0	1	0	"[X]Additnal skin+subcut tissue disease classification terms"	"February 2009"
97876	"ByuG600"	4	0	0	0	"[X]Ben lipomatous neoplsm/skin+subcut tissu/oth+unspcf sites"	"October 2009"
98193	"ByuGA00"	2	0	0	0	"[X]Benign neoplasm/skin of other+unspecified parts of face"	"December 2009"
101561	"ByuF900"	3	0	0	0	"[X]Carcinoma in situ of skin, unspecified"	"January 2011"
61899	"AyuE100"	376	0	1	0	"[X]Dermatophytosis, unspecified"	"February 2009"
51300	"Myu6.00"	5	0	1	0	"[X]Disorders of skin appendages"	"February 2009"
29368	"Myu6G00"	14	0	2	0	"[X]Follicular cyst of skin & subcutaneous tissue, unspecif"	"February 2009"
52935	"Myu7E00"	7	0	1	0	"[X]Hypertrophic disorder of skin, unspecified"	"February 2009"
52122	"Myu0.00"	473	0	0	0	"[X]Infections of the skin and subcutaneous tissue"	"February 2009"
56925	"Byu4000"	36	0	0	0	"[X]Malignant melanoma of other+unspecified parts of face"	"February 2009"
19444	"Byu4100"	551	0	7	0	"[X]Malignant melanoma of skin, unspecified"	"February 2009"
56121	"Byu4300"	99	0	0	0	"[X]Malignant neoplasm of skin, unspecified"	"February 2009"
60162	"Byu5A00"	20	0	0	0	"[X]Malignant neoplasm overlapping lesion of skin"	"February 2009"
73950	"ByuG900"	8	0	0	0	"[X]Melanocytic naevi of other and unspecified parts of face"	"February 2009"
53816	"ByuGN00"	97	0	0	0	"[X]Melanocytic naevi, unspecified"	"February 2009"
19144	"Byu4.00"	225	0	10	0	"[X]Melanoma and other malignant neoplasms of skin"	"February 2009"
97628	"ByuF600"	5	0	0	0	"[X]Melanoma in situ of other sites"	"September 2009"
73261	"ByuFF00"	8	0	0	0	"[X]Melanoma in situ, unspecified"	"February 2009"
57184	"Byu4200"	4	0	0	0	"[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face"	"February 2009"
110876	"AyuAD00"	1	0	0	0	"[X]Oth specfd viral infectn charact/skin+mucocutaneous lesns"	"June 2016"
52909	"Myu6800"	260	0	7	0	"[X]Other acne"	"February 2009"
100810	"Ryu2000"	9	0	0	0	"[X]Other and unspecified disturbances of skin sensation"	"November 2010"
35630	"Ryu2100"	33	0	0	0	"[X]Other and unspecified skin changes"	"February 2009"
65596	"Myu7500"	15	0	0	0	"[X]Other atrophic disorders of skin"	"February 2009"
72630	"AyuE000"	47	0	0	0	"[X]Other dermatophytoses"	"February 2009"
36649	"Myu7.00"	18	0	0	0	"[X]Other disorders of the skin and subcutaneous tissue"	"February 2009"
96695	"Myu7D00"	3	0	0	0	"[X]Other disorders/skin+subcutaneous tissue in diseases CE"	"April 2009"
29374	"Myu6A00"	30	0	1	0	"[X]Other follicular cysts of the skin+subcutaneous tissue"	"February 2009"
62713	"Myu7700"	82	0	0	0	"[X]Other granulomatous disorders/skin+subcutaneous tissue"	"February 2009"
43587	"Myu7600"	5	0	1	0	"[X]Other hypertrophic disorders of the skin"	"February 2009"
62086	"Myu7B00"	5	0	0	0	"[X]Other infiltrative disorders/skin+subcutaneous tissue"	"February 2009"
53330	"Myu7C00"	52	0	1	0	"[X]Other specified disorders/skin+subcutaneous tissue"	"February 2009"
25121	"Myu7200"	6	0	0	0	"[X]Other specified epidermal thickening"	"February 2009"
53425	"Myu0100"	7	0	0	0	"[X]Other specified local infections/skin+subcutaneous tissue"	"February 2009"
97810	"Myu3300"	1	0	0	0	"[X]Other specified papulosquamous disorders"	"October 2009"
102714	"Myu3500"	6	0	0	0	"[X]Papulosquamous disorder, unspecified"	"August 2011"
44075	"Myu3.00"	3	0	0	0	"[X]Papulosquamous disorders"	"February 2009"
83543	"Ayu4M00"	1071	0	38	0	"[X]Perineal warts"	"February 2009"
100049	"AyuAE00"	2	0	0	0	"[X]Unspecifd viral infectn charact/skin+mucocutaneous lesion"	"July 2010"
84216	"Ayu4L00"	3779	0	79	0	"[X]Vulval warts"	"February 2009"
23848	"M03..11"	301	0	18	0	"Abscess of skin area excluding digits of hand or foot"	"February 2009"
43811	"M261G00"	127	0	1	0	"Acne agminata"	"February 2009"
9008	"M261100"	1730	0	133	0	"Acne conglobata"	"February 2009"
12672	"M261E00"	731	0	12	0	"Acne excoriee des jeunes filles"	"February 2009"
10183	"M260000"	7671	0	106	0	"Acne frontalis"	"February 2009"
53994	"M261F00"	72	0	3	0	"Acne fulminans"	"February 2009"
9961	"M261H00"	1551	0	98	0	"Acne keloid"	"February 2009"
16612	"M25y600"	296	0	11	0	"Acne keloid"	"February 2009"
100167	"M261K00"	272	0	10	0	"Acne keloidalis"	"July 2010"
108869	"679g000"	118	0	0	0	"Acne management education"	"November 2014"
20164	"M260z11"	214	0	13	0	"Acne necrotica"	"February 2009"
34937	"M261J00"	224	0	6	0	"Acne necrotica"	"February 2009"
24184	"M261700"	664	0	1	0	"Acne neonatorum"	"February 2009"
1518	"M153000"	232986	0	4699	1	"Acne rosacea"	"February 2009"
17895	"2FG5.00"	3211	0	320	0	"Acne scar"	"February 2009"
16324	"M261D00"	164	0	4	0	"Acne urticata"	"February 2009"
48105	"M260.00"	202	0	3	0	"Acne varioliformis"	"February 2009"
54566	"M260z00"	21	0	0	0	"Acne varioliformis NOS"	"February 2009"
379	"M261000"	1971631	0	52266	18	"Acne vulgaris"	"February 2009"
25590	"M261X00"	52827	0	585	0	"Acne, unspecified"	"February 2009"
24133	"M21y700"	732	0	13	0	"Acquired keratosis follicularis"	"February 2009"
2368	"M226.11"	123208	0	4161	0	"Actinic keratosis"	"February 2009"
3745	"M22z.11"	35247	0	2278	21	"Actinic keratosis"	"February 2009"
35764	"M03..12"	12	0	0	0	"Acute lymphangitis of skin excluding digits of hand or foot"	"February 2009"
21218	"M2y1400"	68	0	10	0	"Adherent scar (skin)"	"February 2009"
45825	"M2y9.00"	125	0	3	0	"Amyloidosis of skin"	"February 2009"
28201	"G849z00"	346	0	11	0	"Anal and rectal skin tags NOS"	"February 2009"
1542	"G849000"	21757	0	2220	1	"Anal skin tag"	"February 2009"
804	"A781311"	9972	0	1457	0	"Anal warts"	"February 2009"
66897	"G771011"	7	0	0	0	"Araneus naevus"	"February 2009"
3442	"AB04.11"	250132	0	599	6	"Athlete's foot"	"February 2009"
15747	"M213200"	1194	0	56	0	"Atrophic spots of skin"	"February 2009"
30291	"Z1O1.00"	729	0	196	0	"Attention to skin creases"	"February 2009"
876	"B33..11"	306230	0	39334	63	"Basal cell carcinoma"	"February 2009"
18764	"M22A.00"	852	0	27	0	"Becker's naevus"	"February 2009"
1689	"B76..11"	66309	0	2256	11	"Benign naevus of skin"	"February 2009"
38449	"B768800"	311	0	13	0	"Benign naevus of sole of foot"	"February 2009"
30931	"B76y.00"	194	0	0	0	"Benign neoplasm of other specified skin sites"	"February 2009"
20262	"B765800"	139	0	25	0	"Benign neoplasm of perianal skin"	"February 2009"
41106	"B764.00"	101	0	1	0	"Benign neoplasm of scalp and skin of neck"	"February 2009"
63209	"B764z00"	20	0	1	0	"Benign neoplasm of scalp or skin of neck NOS"	"February 2009"
2959	"B7C4.00"	279	0	31	1	"Benign neoplasm of scrotal skin"	"February 2009"
5329	"B76..00"	55037	0	1147	4	"Benign neoplasm of skin"	"February 2009"
27618	"B76z.00"	5990	0	139	0	"Benign neoplasm of skin NOS"	"February 2009"
17688	"B765300"	375	0	4	0	"Benign neoplasm of skin of abdomen"	"February 2009"
63295	"B766.11"	11	0	2	0	"Benign neoplasm of skin of arm"	"February 2009"
37148	"B762000"	36	0	1	0	"Benign neoplasm of skin of auricle"	"February 2009"
27531	"B765000"	290	0	8	0	"Benign neoplasm of skin of axilla"	"February 2009"
11514	"B765900"	1250	0	14	0	"Benign neoplasm of skin of back"	"February 2009"
28143	"B765100"	543	0	8	0	"Benign neoplasm of skin of breast"	"February 2009"
42483	"B765700"	103	0	2	0	"Benign neoplasm of skin of buttock"	"February 2009"
21074	"B763200"	643	0	17	0	"Benign neoplasm of skin of cheek"	"February 2009"
24474	"B765200"	435	0	7	0	"Benign neoplasm of skin of chest"	"February 2009"
43692	"B763500"	240	0	3	0	"Benign neoplasm of skin of chin"	"February 2009"
37741	"B762.00"	88	0	0	0	"Benign neoplasm of skin of ear and external auditory meatus"	"February 2009"
4066	"B762100"	94	0	24	0	"Benign neoplasm of skin of external auditory meatus"	"February 2009"
59422	"B763300"	86	0	1	0	"Benign neoplasm of skin of eyebrow"	"February 2009"
28089	"B763.00"	446	0	17	0	"Benign neoplasm of skin of face NEC"	"February 2009"
54863	"B763z00"	252	0	5	0	"Benign neoplasm of skin of face NOS"	"February 2009"
27288	"B767400"	284	0	20	0	"Benign neoplasm of skin of foot"	"February 2009"
41862	"B766200"	300	0	2	0	"Benign neoplasm of skin of fore-arm"	"February 2009"
12758	"B763000"	314	0	11	0	"Benign neoplasm of skin of forehead"	"February 2009"
16637	"B765500"	102	0	2	0	"Benign neoplasm of skin of groin"	"February 2009"
53360	"B766300"	169	0	4	0	"Benign neoplasm of skin of hand"	"February 2009"
62872	"B767000"	40	0	0	0	"Benign neoplasm of skin of hip"	"February 2009"
45884	"B767.00"	68	0	1	0	"Benign neoplasm of skin of hip and lower limb"	"February 2009"
68998	"B767z00"	66	0	0	0	"Benign neoplasm of skin of hip or lower limb NOS"	"February 2009"
57302	"B767200"	110	0	1	0	"Benign neoplasm of skin of knee"	"February 2009"
69450	"B767.11"	8	0	0	0	"Benign neoplasm of skin of leg"	"February 2009"
33787	"B760.00"	348	0	16	0	"Benign neoplasm of skin of lip"	"February 2009"
41802	"B767300"	460	0	1	0	"Benign neoplasm of skin of lower leg"	"February 2009"
23901	"B764100"	649	0	7	0	"Benign neoplasm of skin of neck"	"February 2009"
30623	"B763100"	352	0	16	0	"Benign neoplasm of skin of nose"	"February 2009"
38374	"B765600"	43	0	3	0	"Benign neoplasm of skin of perineum"	"February 2009"
19160	"B766000"	391	0	0	0	"Benign neoplasm of skin of shoulder"	"February 2009"
38348	"B763400"	166	0	3	0	"Benign neoplasm of skin of temple"	"February 2009"
30304	"B767100"	492	0	8	0	"Benign neoplasm of skin of thigh"	"February 2009"
42081	"B765.00"	101	0	5	0	"Benign neoplasm of skin of trunk, excluding scrotum"	"February 2009"
64399	"B765z00"	1166	0	1	0	"Benign neoplasm of skin of trunk, excluding scrotum, NOS"	"February 2009"
20213	"B765400"	239	0	31	0	"Benign neoplasm of skin of umbilicus"	"February 2009"
53313	"B766100"	326	0	0	0	"Benign neoplasm of skin of upper arm"	"February 2009"
45135	"B766.00"	85	0	0	0	"Benign neoplasm of skin of upper limb and shoulder"	"February 2009"
69856	"B766z00"	83	0	0	0	"Benign neoplasm of skin of upper limb or shoulder NOS"	"February 2009"
70459	"B762z00"	73	0	0	0	"Benign neoplasm skin of ear or external auditory meatus NOS"	"February 2009"
22178	"7G0C100"	5394	0	65	2	"Biopsy of lesion of skin NEC"	"February 2009"
20506	"7G0C000"	553	0	15	3	"Biopsy of lesion of skin of head or neck NEC"	"February 2009"
9680	"B76..12"	4545	0	149	0	"Blue naevus"	"February 2009"
57294	"4M3..00"	23	0	0	118	"Breslow depth staging for melanoma"	"February 2009"
107861	"M261200"	4	0	0	0	"Bromine acne"	"April 2014"
57450	"B82y.00"	13	0	2	0	"Carcinoma in situ of other specified sites of skin"	"February 2009"
56374	"B825800"	18	0	1	0	"Carcinoma in situ of perianal skin"	"February 2009"
69345	"B824.00"	7	0	0	0	"Carcinoma in situ of scalp and skin of neck"	"February 2009"
112469	"B824z00"	1	0	0	0	"Carcinoma in situ of scalp or skin of neck NOS"	"January 2018"
12084	"B82..00"	465	0	25	1	"Carcinoma in situ of skin"	"February 2009"
63142	"B82z.00"	34	0	0	0	"Carcinoma in situ of skin NOS"	"February 2009"
42212	"B825400"	14	0	0	0	"Carcinoma in situ of skin of abdominal wall"	"February 2009"
59614	"B822000"	11	0	0	0	"Carcinoma in situ of skin of auricle"	"February 2009"
39390	"B825200"	17	0	0	0	"Carcinoma in situ of skin of axilla"	"February 2009"
38032	"B825300"	23	0	1	0	"Carcinoma in situ of skin of back"	"February 2009"
8647	"B825000"	666	0	23	0	"Carcinoma in situ of skin of breast"	"February 2009"
61321	"B825700"	2	0	0	0	"Carcinoma in situ of skin of buttock"	"February 2009"
61103	"B823300"	54	0	3	0	"Carcinoma in situ of skin of cheek"	"February 2009"
62939	"B825100"	18	0	1	0	"Carcinoma in situ of skin of chest wall NOS"	"February 2009"
69720	"B823100"	13	0	0	0	"Carcinoma in situ of skin of eyebrow"	"February 2009"
57550	"B821.00"	19	0	1	0	"Carcinoma in situ of skin of eyelid including canthus"	"February 2009"
67755	"B827400"	6	0	0	0	"Carcinoma in situ of skin of foot"	"February 2009"
47789	"B823000"	52	0	2	0	"Carcinoma in situ of skin of forehead skin"	"February 2009"
57358	"B825500"	10	0	0	0	"Carcinoma in situ of skin of groin"	"February 2009"
49358	"B826300"	41	0	1	0	"Carcinoma in situ of skin of hand"	"February 2009"
71655	"B827000"	3	0	0	0	"Carcinoma in situ of skin of hip"	"February 2009"
65222	"B823600"	7	0	0	0	"Carcinoma in situ of skin of jaw"	"February 2009"
69601	"B827200"	8	0	0	0	"Carcinoma in situ of skin of knee"	"February 2009"
708	"B827.11"	2387	0	306	0	"Carcinoma in situ of skin of leg"	"February 2009"
63957	"B820.00"	16	0	0	0	"Carcinoma in situ of skin of lip"	"February 2009"
54790	"B826200"	16	0	1	0	"Carcinoma in situ of skin of lower arm"	"February 2009"
27542	"B827300"	148	0	8	0	"Carcinoma in situ of skin of lower leg"	"February 2009"
14815	"B827.00"	3157	0	518	5	"Carcinoma in situ of skin of lower limb and hip"	"February 2009"
64630	"B827z00"	7	0	0	0	"Carcinoma in situ of skin of lower limb or hip NOS"	"February 2009"
54140	"B824100"	44	0	0	0	"Carcinoma in situ of skin of neck"	"February 2009"
3135	"B823400"	64	0	5	0	"Carcinoma in situ of skin of nose"	"February 2009"
49254	"B823.00"	24	0	5	0	"Carcinoma in situ of skin of other parts of face"	"February 2009"
110614	"B823z00"	0	0	0	0	"Carcinoma in situ of skin of other parts of face NOS"	"March 2016"
38777	"B825600"	5	0	0	0	"Carcinoma in situ of skin of perineum"	"February 2009"
56554	"B826000"	11	0	0	0	"Carcinoma in situ of skin of shoulder"	"February 2009"
31511	"B823500"	60	0	1	0	"Carcinoma in situ of skin of temple"	"February 2009"
46469	"B827100"	13	0	1	0	"Carcinoma in situ of skin of thigh"	"February 2009"
60563	"B825z00"	2	0	0	0	"Carcinoma in situ of skin of trunk NOS"	"February 2009"
52328	"B825.00"	3	0	0	0	"Carcinoma in situ of skin of trunk, excluding scrotum"	"February 2009"
57284	"B826100"	8	0	1	0	"Carcinoma in situ of skin of upper arm"	"February 2009"
46568	"B826.00"	6	0	1	0	"Carcinoma in situ of skin of upper limb and shoulder"	"February 2009"
90339	"B826z00"	3	0	0	0	"Carcinoma in situ of skin of upper limb or shoulder NOS"	"February 2009"
50189	"B822.00"	10	0	0	0	"Carcinoma in situ skin of ear and external auricular canal"	"February 2009"
70295	"B822z00"	7	0	0	0	"Carcinoma in situ skin of ear/external auricular canal NOS"	"February 2009"
9902	"B3...11"	1319	0	49	0	"Carcinoma of bone, connective tissue, skin and breast"	"February 2009"
38625	"L011.00"	178	0	6	0	"Carneous mole"	"February 2009"
10496	"ZA4..00"	2752	0	3	0	"Cautery of a verrucae pedis"	"February 2009"
16337	"B7J..12"	400	0	47	0	"Cavernous naevus"	"February 2009"
16606	"M03..13"	792	0	10	0	"Cellulitis of skin area excluding digits of hand or foot"	"February 2009"
11190	"1N00.00"	600	0	31	0	"Change in skin lesion"	"February 2009"
24588	"2FT2.00"	61	0	5	0	"Changing colour of pigmented skin lesion"	"February 2009"
25362	"2FT0.00"	50	0	4	0	"Changing shape of pigmented skin lesion"	"February 2009"
9025	"M2y4z11"	2561	0	9	0	"Chapping of skin"	"February 2009"
28535	"Z1O1100"	610	0	127	0	"Checking skin creases"	"February 2009"
55983	"M261300"	13	0	0	0	"Chlorine acne"	"February 2009"
101198	"4M70.00"	1	0	0	0	"Clark melanoma level 1"	"December 2010"
104609	"4M71.00"	3	0	0	1	"Clark melanoma level 2"	"July 2012"
96280	"4M72.00"	2	0	0	2	"Clark melanoma level 3"	"April 2009"
102116	"4M73.00"	0	0	0	4	"Clark melanoma level 4"	"April 2011"
108866	"4M74.00"	0	0	0	1	"Clark melanoma level 5"	"November 2014"
46884	"Z1O1200"	9	0	2	0	"Cleaning skin creases"	"February 2009"
46329	"Z1O4100"	29	0	0	0	"Cleaning skin surrounding stoma"	"February 2009"
72243	"M261500"	13	0	2	0	"Colloid acne"	"February 2009"
22196	"2FT6.00"	126	0	19	0	"Crusting of pigmented skin lesion"	"February 2009"
107456	"4K2M.00"	83	0	0	0	"Crv smr - hi grade dyskaryosis? invasive squamous carcinoma"	"December 2013"
564	"7M07z11"	93278	0	154	1	"Cryotherapy"	"February 2009"
9866	"Z6W2.11"	105466	0	202	0	"Cryotherapy"	"February 2009"
21129	"7211611"	25	0	0	0	"Cryotherapy of lesion of canthus"	"February 2009"
34068	"7D03211"	89	0	1	0	"Cryotherapy of lesion of vulva"	"February 2009"
99478	"7G09800"	7128	0	100	0	"Cryotherapy to actinic keratosis"	"May 2010"
4751	"7260100"	108	0	7	0	"Cryotherapy to ciliary body"	"February 2009"
20264	"7735000"	702	0	17	0	"Cryotherapy to haemorrhoid"	"February 2009"
44638	"7732200"	67	0	0	0	"Cryotherapy to lesion of anus"	"February 2009"
49180	"7240200"	23	0	1	0	"Cryotherapy to lesion of conjunctiva"	"February 2009"
10849	"7212200"	557	0	9	0	"Cryotherapy to lesion of eyelid"	"February 2009"
21095	"7D06211"	41	0	0	0	"Cryotherapy to lesion of female perineum"	"February 2009"
21273	"7501300"	542	0	10	0	"Cryotherapy to lesion of lip"	"February 2009"
