medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release
853151000006113	"Basal cell carcinoma"	"EGTON1107"	""	853151000006109	853151000006113	
215751000000116	"Basal cell carcinoma"	"B33-1"	"B33..11"	254701007	215751000000116	
496786012	"Becker's naevus"	"M22A"	"M22A.00"	5387003	496786012	
505021000006111	"Benign naevus of skin"	"B76-1"	"B76..11"	286903005	505021000006111	
456060017	"Benign naevus of sole of foot"	"B7688"	"B768800"	312359004	456060017	
290516014	"Benign neoplasm of other specified skin sites"	"B76y"	"B76y.00"	92384009	507651000006119	
152775015	"Benign neoplasm of perianal skin"	"B7658"	"B765800"	92288009	152775015	
290464019	"Benign neoplasm of scalp and skin of neck"	"B764"	"B764.00"	189064000	290464019	
290465018	"Benign neoplasm of scalp or skin of neck NOS"	"B764z"	"B764z00"	189064000	508351000006110	
290574019	"Benign neoplasm of scrotal skin"	"B7C4"	"B7C4.00"	189138008	290574019	
152883016	"Benign neoplasm of skin"	"B76"	"B76..00"	92384009	152883016	
290517017	"Benign neoplasm of skin NOS"	"B76z"	"B76z.00"	92384009	508481000006111	
152839013	"Benign neoplasm of skin of abdomen"	"B7653"	"B765300"	92344000	152839013	
290479014	"Benign neoplasm of skin of arm"	"B766-1"	"B766.11"	92346003	152841014	
290456013	"Benign neoplasm of skin of auricle"	"B7620"	"B762000"	189057002	290456013	
152842019	"Benign neoplasm of skin of axilla"	"B7650"	"B765000"	92347007	152842019	
152843012	"Benign neoplasm of skin of back"	"B7659"	"B765900"	92348002	152843012	
152844018	"Benign neoplasm of skin of breast"	"B7651"	"B765100"	92349005	152844018	
152845017	"Benign neoplasm of skin of buttock"	"B7657"	"B765700"	92350005	152845017	
152846016	"Benign neoplasm of skin of cheek"	"B7632"	"B763200"	92351009	152846016	
152847013	"Benign neoplasm of skin of chest"	"B7652"	"B765200"	92352002	152847013	
152848015	"Benign neoplasm of skin of chin"	"B7635"	"B763500"	92353007	152848015	
406272011	"Benign neoplasm of skin of ear and external auditory meatus"	"B762"	"B762.00"	271477007	406272011	
290457016	"Benign neoplasm of skin of external auditory meatus"	"B7621"	"B762100"	189058007	290457016	
152852015	"Benign neoplasm of skin of eyebrow"	"B7633"	"B763300"	92357008	152852015	
290459018	"Benign neoplasm of skin of face NEC"	"B763"	"B763.00"	92359006	508621000006110	
290463013	"Benign neoplasm of skin of face NOS"	"B763z"	"B763z00"	297134004	508631000006113	
152857014	"Benign neoplasm of skin of foot"	"B7674"	"B767400"	92361002	152857014	
1235730010	"Benign neoplasm of skin of fore-arm"	"B7662"	"B766200"	92362009	1235730010	
152859012	"Benign neoplasm of skin of forehead"	"B7630"	"B763000"	92363004	152859012	
152860019	"Benign neoplasm of skin of groin"	"B7655"	"B765500"	92364005	152860019	
152861015	"Benign neoplasm of skin of hand"	"B7663"	"B766300"	92365006	152861015	
152862010	"Benign neoplasm of skin of hip"	"B7670"	"B767000"	92366007	152862010	
509960016	"Benign neoplasm of skin of hip and lower limb"	"B767"	"B767.00"	92370004	509960016	
290486018	"Benign neoplasm of skin of hip or lower limb NOS"	"B767z"	"B767z00"	92370004	508711000006110	
152863017	"Benign neoplasm of skin of knee"	"B7672"	"B767200"	92367003	152863017	
509959014	"Benign neoplasm of skin of leg"	"B767-1"	"B767.11"	92370004	509959014	
152865012	"Benign neoplasm of skin of lip"	"B760"	"B760.00"	92369000	152865012	
290485019	"Benign neoplasm of skin of lower leg"	"B7673"	"B767300"	189084001	290485019	
152868014	"Benign neoplasm of skin of neck"	"B7641"	"B764100"	92371000	152868014	
152869018	"Benign neoplasm of skin of nose"	"B7631"	"B763100"	92372007	152869018	
152870017	"Benign neoplasm of skin of perineum"	"B7656"	"B765600"	92373002	152870017	
152873015	"Benign neoplasm of skin of shoulder"	"B7660"	"B766000"	92376005	152873015	
290462015	"Benign neoplasm of skin of temple"	"B7634"	"B763400"	189062001	290462015	
152875010	"Benign neoplasm of skin of thigh"	"B7671"	"B767100"	92378006	152875010	
290466017	"Benign neoplasm of skin of trunk, excluding scrotum"	"B765"	"B765.00"	189066003	290466017	
290477011	"Benign neoplasm of skin of trunk, excluding scrotum, NOS"	"B765z"	"B765z00"	189066003	508831000006112	
152879016	"Benign neoplasm of skin of umbilicus"	"B7654"	"B765400"	92381001	152879016	
290481011	"Benign neoplasm of skin of upper arm"	"B7661"	"B766100"	189080005	290481011	
290478018	"Benign neoplasm of skin of upper limb and shoulder"	"B766"	"B766.00"	189078004	290478018	
290484015	"Benign neoplasm of skin of upper limb or shoulder NOS"	"B766z"	"B766z00"	189078004	508871000006110	
509531000006115	"Benign neoplasm skin of ear or external auditory meatus NOS"	"B762z"	"B762z00"	271477007	509531000006115	
274594012	"Biopsy of lesion of skin NEC"	"7G0C1"	"7G0C100"	450623005	513131000006111	
274593018	"Biopsy of lesion of skin of head or neck NEC"	"7G0C0"	"7G0C000"	240977001	513141000006118	
1805101000006118	"Bleeding of pigmented skin lesion"	"EMISNQBL20"	""	1805101000006102	1805101000006118	
518971000006118	"Blue naevus"	"B76-2"	"B76..12"	254806009	518971000006118	
170673014	"Breslow depth staging for melanoma"	"4M3"	"4M3..00"	106243009	170673014	
309114013	"Bromine acne"	"M2612"	"M261200"	201215003	309114013	
1727451000006114	"C/O skin colour changes"	"EMISNQC/3"	""	1727451000006105	1727451000006114	
1791961000006118	"CSCC"	"JHCCO364"	""	1791961000006102	1791961000006118	
880561000006117	"Ca skin - head/neck"	"B550-99"	"B550.99"	188353002	880561000006117	
880241000006118	"Ca skin - lower limb"	"B337-99"	"B337.99"	188127001	880241000006118	
880211000006117	"Ca skin - other"	"B33-99"	"B33..99"	573501000000108	880211000006117	
990561000006113	"Ca skin - other NOS"	"B33-98"	"B33..98"	573501000000108	990561000006113	
880251000006116	"Ca skin - other NOS"	"B33z-99"	"B33z.99"	540311000000106	880251000006116	
880221000006113	"Ca skin - trunk"	"B335-99"	"B335.99"	531581000000101	880221000006113	
880231000006111	"Ca skin - upper limb"	"B336-99"	"B336.99"	188119005	880231000006111	
290865013	"Carcinoma in situ of other specified sites of skin"	"B82y"	"B82y.00"	92749008	536111000006117	
153282010	"Carcinoma in situ of perianal skin"	"B8258"	"B825800"	92680006	153282010	
290821017	"Carcinoma in situ of scalp and skin of neck"	"B824"	"B824.00"	189291009	290821017	
290824013	"Carcinoma in situ of scalp or skin of neck NOS"	"B824z"	"B824z00"	189291009	536331000006113	
153358015	"Carcinoma in situ of skin"	"B82"	"B82..00"	92749008	153358015	
290866014	"Carcinoma in situ of skin NOS"	"B82z"	"B82z.00"	92749008	536371000006111	
290830013	"Carcinoma in situ of skin of abdominal wall"	"B8254"	"B825400"	189300003	290830013	
290808012	"Carcinoma in situ of skin of auricle"	"B8220"	"B822000"	189279000	290808012	
153317010	"Carcinoma in situ of skin of axilla"	"B8252"	"B825200"	92712002	153317010	
153318017	"Carcinoma in situ of skin of back"	"B8253"	"B825300"	92713007	153318017	
153319013	"Carcinoma in situ of skin of breast"	"B8250"	"B825000"	92714001	153319013	
153320019	"Carcinoma in situ of skin of buttock"	"B8257"	"B825700"	92715000	153320019	
153321015	"Carcinoma in situ of skin of cheek"	"B8233"	"B823300"	92716004	153321015	
290827018	"Carcinoma in situ of skin of chest wall NOS"	"B8251"	"B825100"	189295000	536451000006113	
290809016	"Carcinoma in situ of skin of external auricular canal"	"B8221"	"B822100"	189280002	290809016	
153327016	"Carcinoma in situ of skin of eyebrow"	"B8231"	"B823100"	92722008	153327016	
290806011	"Carcinoma in situ of skin of eyelid including canthus"	"B821"	"B821.00"	189277003	290806011	
153332015	"Carcinoma in situ of skin of foot"	"B8274"	"B827400"	92726006	153332015	
1235762013	"Carcinoma in situ of skin of forehead skin"	"B8230"	"B823000"	92728007	1235762013	
153335018	"Carcinoma in situ of skin of groin"	"B8255"	"B825500"	92729004	153335018	
153336017	"Carcinoma in situ of skin of hand"	"B8263"	"B826300"	92730009	153336017	
153337014	"Carcinoma in situ of skin of hip"	"B8270"	"B827000"	92731008	153337014	
290819010	"Carcinoma in situ of skin of jaw"	"B8236"	"B823600"	189289001	290819010	
153338016	"Carcinoma in situ of skin of knee"	"B8272"	"B827200"	92732001	153338016	
536561000006111	"Carcinoma in situ of skin of leg"	"B827-1"	"B827.11"	189313009	536561000006111	
153340014	"Carcinoma in situ of skin of lip"	"B820"	"B820.00"	92734000	153340014	
290839014	"Carcinoma in situ of skin of lower arm"	"B8262"	"B826200"	189309002	290839014	
290849012	"Carcinoma in situ of skin of lower leg"	"B8273"	"B827300"	189317005	290849012	
290843013	"Carcinoma in situ of skin of lower limb and hip"	"B827"	"B827.00"	189313009	290843013	
290851011	"Carcinoma in situ of skin of lower limb or hip NOS"	"B827z"	"B827z00"	189313009	536611000006114	
153343011	"Carcinoma in situ of skin of neck"	"B8241"	"B824100"	92736003	153343011	
153344017	"Carcinoma in situ of skin of nose"	"B8234"	"B823400"	92737007	153344017	
536641000006113	"Carcinoma in situ of skin of other parts of face"	"B823"	"B823.00"	92749008	536641000006113	
536651000006110	"Carcinoma in situ of skin of other parts of face NOS"	"B823z"	"B823z00"	92749008	536651000006110	
153345016	"Carcinoma in situ of skin of perineum"	"B8256"	"B825600"	92738002	153345016	
153348019	"Carcinoma in situ of skin of shoulder"	"B8260"	"B826000"	92741006	153348019	
290818019	"Carcinoma in situ of skin of temple"	"B8235"	"B823500"	189288009	290818019	
153350010	"Carcinoma in situ of skin of thigh"	"B8271"	"B827100"	92743009	153350010	
290835015	"Carcinoma in situ of skin of trunk NOS"	"B825z"	"B825z00"	189295000	536701000006116	
290825014	"Carcinoma in situ of skin of trunk, excluding scrotum"	"B825"	"B825.00"	189295000	290825014	
290838018	"Carcinoma in situ of skin of upper arm"	"B8261"	"B826100"	189308005	290838018	
290836019	"Carcinoma in situ of skin of upper limb and shoulder"	"B826"	"B826.00"	189306009	290836019	
290841010	"Carcinoma in situ of skin of upper limb or shoulder NOS"	"B826z"	"B826z00"	189306009	536741000006119	
537011000006119	"Carcinoma in situ skin of ear and external auricular canal"	"B822"	"B822.00"	255144005	537011000006119	
537021000006110	"Carcinoma in situ skin of ear/external auricular canal NOS"	"B822z"	"B822z00"	92724009	537021000006110	
380094018	"Carcinoma of bone, connective tissue, skin and breast"	"B3-1"	"B3...11"	255068000	380094018	
75030019	"Carneous mole"	"L011"	"L011.00"	44979007	75030019	
914751000006111	"Cautery of wart"	"EMISNQCA1"	""	914751000006107	914751000006111	
2553955011	"Cavernous naevus"	"B7J-2"	"B7J..12"	416824008	2553955011	
357316015	"Cellulitis of skin area excluding digits of hand or foot"	"M03-3"	"M03..13"	238395006	357316015	
2249831000033117	"Cetaphil Restoraderm Skin Restoring"	"DRGA115293NEMIS"	""	2249831000033101	2249831000033117	
1488600011	"Change in skin lesion"	"1N00"	"1N00.00"	394896005	1488600011	
459748013	"Changing colour of pigmented skin lesion"	"2FT2"	"2FT2.00"	315254001	459748013	
459746012	"Changing shape of pigmented skin lesion"	"2FT0"	"2FT0.00"	315252002	459746012	
1805091000006112	"Changing size of pigmented skin lesion"	"EMISNQCH96"	""	1805091000006108	1805091000006112	
357604018	"Chapping of skin"	"M2y4z-1"	"M2y4z11"	238594009	357604018	
138786017	"Chlorine acne"	"M2613"	"M261300"	83684005	138786017	
138122012	"Clark melanoma level 1"	"4M70"	"4M70.00"	83284001	138122012	
84190018	"Clark melanoma level 2"	"4M71"	"4M71.00"	50542000	84190018	
35572018	"Clark melanoma level 3"	"4M72"	"4M72.00"	21165006	35572018	
3704012	"Clark melanoma level 4"	"4M73"	"4M73.00"	1556006	3704012	
27148012	"Clark melanoma level 5"	"4M74"	"4M74.00"	16034002	27148012	
916391000006113	"Cleaning skin surrounding stoma"	"PC0020"	""	916391000006109	916391000006113	
309117018	"Colloid acne"	"M2615"	"M261500"	201218001	309117018	
1805121000006111	"Colour of pigmented skin lesion - finding"	"EMISNQCO142"	""	1805121000006107	1805121000006111	
879281000006112	"Common warts"	"A7810-99"	"A781099"	57019003	879281000006112	
1936501000006115	"Continence assessment - condition of skin"	"EMISNQCO241"	""	1936501000006104	1936501000006115	
459755010	"Crusting of pigmented skin lesion"	"2FT6"	"2FT6.00"	315258003	459755010	
1884191000006113	"Crv smr - hi grade dyskaryosis? invasive squamous carcinoma"	"4K2M"	"4K2M.00"	887521000000104	1884191000006113	
383731017	"Cryotherapy"	"7M07z-1"	"7M07z11"	257786008	383731017	
266641011	"Cryotherapy of lesion of canthus"	"72116-1"	"7211611"	172202002	266641011	
273433010	"Cryotherapy of lesion of vulva"	"7D032-1"	"7D03211"	176607001	273433010	
1174741000000111	"Cryotherapy to actinic keratosis"	"7G098"	"7G09800"	445111008	1740161000006116	
1233349013	"Cryotherapy to ciliary body"	"72601"	"7260100"	71091006	1233349013	
1216292015	"Cryotherapy to haemorrhoid"	"77350"	"7735000"	2908005	1216292015	
270095011	"Cryotherapy to lesion of anus"	"77322"	"7732200"	174340000	270095011	
602991000006113	"Cryotherapy to lesion of conjunctiva"	"72402"	"7240200"	172384001	602991000006113	
266658018	"Cryotherapy to lesion of eyelid"	"72122"	"7212200"	172214005	266658018	
273470018	"Cryotherapy to lesion of female perineum"	"7D062-1"	"7D06211"	176631006	273470018	
268173014	"Cryotherapy to lesion of lip"	"75013"	"7501300"	173226005	268173014	
603041000006111	"Cryotherapy to lesion of orbit"	"72012"	"7201200"	172140007	603041000006111	
484249010	"Cryotherapy to lesion of penis"	"7C213"	"7C21300"	29245009	484249010	
267149015	"Cryotherapy to lesion of retina"	"72721"	"7272100"	172565003	267149015	
394510010	"Cryotherapy to lesion of skin NEC"	"7G091"	"7G09100"	302396003	603101000006113	
274561014	"Cryotherapy to lesion of skin of head or neck"	"7G081"	"7G08100"	177328008	274561014	
270098013	"Cryotherapy to perianal warts"	"77324"	"7732400"	174342008	270098013	
1165831000000116	"Cryotherapy to verruca pedis"	"7G096"	"7G09600"	444861005	1650191000000113	
483661015	"Cryotherapy to wart"	"7G097"	"7G09700"	27777002	483661015	
147531000033110	"Cuplex Verruca"	"DRGA2280"	""	147531000033106	147531000033110	
604741000006112	"Curettage of lesion of skin"	"7G06"	"7G06.00"	87591000	604741000006112	
274545012	"Curettage of lesion of skin NOS"	"7G06z"	"7G06z00"	87591000	604761000006111	
604751000006114	"Curettage of lesion of skin including head and neck"	"7G06-2"	"7G06.12"	177312003	604751000006114	
274541015	"Curettage of lesion of skin of head or neck NEC"	"7G062"	"7G06200"	177312003	604771000006116	
604781000006118	"Curettage of lesion of skin or subcutaneous tissue"	"7G06-1"	"7G06.11"	87591000	604781000006118	
22719019	"Cystic acne"	"M2616"	"M261600"	13277001	22719019	
870231000006116	"D+C: removal of mole"	"7E087-99"	"7E08799"	176832001	870231000006116	
161031000000114	"DNA - Did not attend cryotherapy clinic"	"9N4R"	"9N4R.00"	109351000000102	161031000000114	
607751000006119	"Darier's disease - keratosis follicularis"	"PH3y4-1"	"PH3y411"	48611009	607751000006119	
395423014	"Deep seated dermatophytosis"	"AB06"	"AB06.00"	266152000	395423014	
877291000006118	"Dermal appendage removal NOS"	"7L0Fy-99"	"7L0Fy99"	565191000000104	877291000006118	
614291000006111	"Dermal sinus"	"M061-1"	"M061.11"	239151003	614291000006111	
256878013	"Dermatoglyphs - skin lines"	"3852"	"3852.00"	165185004	256878013	
287514011	"Dermatophytosis NOS"	"AB0z"	"AB0z.00"	47382004	614541000006117	
614531000006110	"Dermatophytosis including tinea or ringworm"	"AB0"	"AB0..00"	47382004	614531000006110	
1786817018	"Dermatophytosis of beard"	"AB001"	"AB00100"	399329002	1786817018	
2536410013	"Dermatophytosis of foot"	"AB04"	"AB04.00"	6020002	2536410013	
614571000006113	"Dermatophytosis of groin"	"AB030"	"AB03000"	399029005	614571000006113	
614581000006111	"Dermatophytosis of groin and perianal area"	"AB03"	"AB03.00"	399029005	614581000006111	
287499019	"Dermatophytosis of groin and perianal area NOS"	"AB03z"	"AB03z00"	47382004	614591000006114	
1230667012	"Dermatophytosis of hand"	"AB02"	"AB02.00"	48971001	1230667012	
2536718017	"Dermatophytosis of nail"	"AB01"	"AB01.00"	402134005	2536718017	
1231331018	"Dermatophytosis of scalp"	"AB000"	"AB00000"	5441008	1231331018	
395418014	"Dermatophytosis of scalp or beard"	"AB00"	"AB00.00"	266148000	395418014	
287486017	"Dermatophytosis of scalp or beard NOS"	"AB00z"	"AB00z00"	266148000	614641000006116	
395422016	"Dermatophytosis of the body"	"AB05"	"AB05.00"	266151007	395422016	
287498010	"Dermatophytosis of the perianal area"	"AB031"	"AB03100"	186991000	287498010	
287515012	"Dermatophytosis other and unspecified"	"AB1"	"AB1..00"	47382004	614671000006112	
413007013	"Dermoid cyst of skin"	"M2y46"	"M2y4600"	276729007	413007013	
453190018	"Deroofing of skin blister"	"7G058"	"7G05800"	240991007	3491814018	
411112015	"Diathermy of skin lesion NEC"	"7G090-2"	"7G09012"	307999008	620001000006113	
621431000006117	"Dilation and curettage for removal of mole"	"7E087"	"7E08700"	176832001	621431000006117	
301981000000119	"Direct immunofluorescence of skin"	"43bF"	"43bF.00"	1018491000000103	2575181000000110	
1805131000006114	"Discharge of pigmented skin lesion - pus"	"EMISNQDI81"	""	1805131000006105	1805131000006114	
69218013	"Disseminated superficial actinic porokeratosis"	"M21yA"	"M21yA00"	41495000	69218013	
419717018	"Drainage of boil of skin NEC"	"7G251-2"	"7G25112"	281648006	628631000006110	
411013010	"Drainage of boil of skin of head or neck"	"7G250-2"	"7G25012"	275088000	411013010	
419716010	"Drainage of lesion of skin NEC"	"7G251"	"7G25100"	302697001	629021000006110	
394552017	"Drainage of lesion of skin of head or neck"	"7G250"	"7G25000"	265691000	394552017	
1222623013	"Dystrophic calcification of skin"	"M2y26"	"M2y2600"	21323007	1222623013	
274579013	"Electrolysis to lesion of skin NEC"	"7G093"	"7G09300"	302397007	638291000006114	
274563012	"Electrolysis to lesion of skin of head or neck"	"7G083"	"7G08300"	177330005	274563012	
89618011	"Endometriosis in scar of skin"	"K506"	"K506.00"	53913001	89618011	
273847017	"Endoscopic cryotherapy to lesion of uterus"	"7E0D2"	"7E0D200"	176870002	273847017	
646771000006117	"Epidermal cyst"	"M2y45"	"M2y4500"	419893006	646771000006117	
411225019	"Epithelioma basal cell"	"B33-6"	"B33..16"	275265005	411225019	
2257001000000117	"Eron class 1 skin and soft tissue infection"	"2Fd0-1"	"2Fd0.11"	871061000000103	2257001000000117	
2257011000000115	"Eron class 2 skin and soft tissue infection"	"2Fd1-1"	"2Fd1.11"	871081000000107	2257011000000115	
2257021000000114	"Eron class 3 skin and soft tissue infection"	"2Fd2-1"	"2Fd2.11"	871101000000101	2257021000000114	
2257061000000118	"Eron class 4 skin and soft tissue infection"	"2Fd3-1"	"2Fd3.11"	873971000000105	2257061000000118	
2250681000000118	"Eron class I skin and soft tissue infection"	"2Fd0"	"2Fd0.00"	871061000000103	2250681000000118	
2250721000000113	"Eron class II skin and soft tissue infection"	"2Fd1"	"2Fd1.00"	871081000000107	2250721000000113	
2250761000000117	"Eron class III skin and soft tissue infection"	"2Fd2"	"2Fd2.00"	871101000000101	2250761000000117	
2257051000000116	"Eron class IV skin and soft tissue infection"	"2Fd3"	"2Fd3.00"	873971000000105	2257051000000116	
1865781000006112	"Eron severity classification system skin and soft tissue inf"	"38Gp"	"38Gp.00"	870951000000109	1865781000006112	
91065017	"Erythematosquamous dermatosis"	"M10"	"M10..00"	54792008	91065017	
308484017	"Erythematosquamous dermatosis NOS"	"M10z"	"M10z.00"	54792008	648421000006112	
2614001000000116	"Excessive skin and subcutaneous tissue"	"M2yG"	""	722070009	3330467015	
598561000000110	"Excision biopsy of basal cell carcinoma"	"7G05D"	"7G05D00"	428796002	598561000000110	
456784019	"Excision biopsy of lesion of skin of head or neck"	"7G05A"	"7G05A00"	312967000	456784019	
598801000000114	"Excision biopsy of rodent ulcer"	"7G056"	"7G05600"	428796002	598801000000114	
456785018	"Excision biopsy of skin lesion"	"7G05B"	"7G05B00"	312968005	456785018	
651081000006111	"Excision malignant skin tumour"	"7G03K"	"7G03K00"	301889008	651081000006111	
855531000006114	"Excision melanoma"	"EGTON83"	""	855531000006105	855531000006114	
274463014	"Excision of blemish of skin NEC"	"7G036"	"7G03600"	274442008	651391000006112	
274469013	"Excision of blemish of skin of head or neck"	"7G03A"	"7G03A00"	177273003	274469013	
274459019	"Excision of fistula of skin NEC"	"7G034"	"7G03400"	43304004	651931000006114	
274467010	"Excision of fistula of skin of head or neck"	"7G038"	"7G03800"	177271001	274467010	
653351000006119	"Excision of lesion of skin NEC"	"7G033"	"7G03300"	35646002	653351000006119	
274527012	"Excision of lesion of skin NOS"	"7G05z"	"7G05z00"	35646002	653361000006117	
394498019	"Excision of lesion of skin of head or neck NEC"	"7G03C"	"7G03C00"	25757008	653371000006112	
274480013	"Excision of melanoma"	"7G03J"	"7G03J00"	177281002	274480013	
274477012	"Excision of multiple skin lesions"	"7G03G"	"7G03G00"	177278007	274477012	
270083011	"Excision of perianal skin tag"	"77310-1"	"7731011"	174332006	270083011	
270085016	"Excision of perianal wart"	"77311"	"7731100"	174333001	270085016	
872001000006117	"Excision of skin"	"7G03-98"	"7G03.98"	675671000000108	872001000006117	
872081000006114	"Excision of skin NOS"	"7G03z-99"	"7G03z99"	617641000000102	872081000006114	
274446010	"Excision of skin and soft tissue of hand"	"7G023"	"7G02300"	177259007	274446010	
443393018	"Excision of skin cyst"	"7G057"	"7G05700"	301890004	443393018	
654651000006113	"Excision of skin or subcutaneous tissue"	"7G0-1"	"7G0..11"	440258006	654651000006113	
299521000000118	"Excision of skin tag NOS"	"7G05C"	"7G05C00"	309430005	998601000006110	
654661000006110	"Excision of skin tag of anus"	"77310"	"7731000"	174332006	654661000006110	
274454012	"Excision of sweat gland bearing skin NEC"	"7G032"	"7G03200"	303235008	654751000006115	
654761000006118	"Excision of sweat gland bearing skin of axilla"	"7G030"	"7G03000"	177263000	654761000006118	
273489018	"Excision of sweat gland bearing skin of female perineum"	"7D076"	"7D07600"	176645000	273489018	
654781000006111	"Excision of sweat gland bearing skin of groin"	"7G031"	"7G03100"	177264006	654781000006111	
273290013	"Excision of sweat gland bearing skin of male perineum"	"7C160"	"7C16000"	176514008	273290013	
17565013	"Excoriated acne"	"M261L"	""	10065003	17565013	
275073014	"Exploration of skin of head or neck NOS"	"7G2Fx"	"7G2Fx00"	288082006	656731000006118	
427665015	"Exploration of skin or subcutaneous tissue"	"7G2F5"	"7G2F500"	288082006	427665015	
660931000006114	"Eyelid skin and periocular area laceration"	"S800"	"S800.00"	14997005	660931000006114	
473331000000119	"Fast track referral for suspected skin cancer"	"8Hn0"	"8Hn0.00"	276281000000104	473331000000119	
667991000006114	"Female genital tract - skin fistula"	"K522"	"K522.00"	36894006	667991000006114	
668001000006116	"Female genital tract - skin fistula NOS"	"K522z"	"K522z00"	36894006	668001000006116	
889581000006117	"Fibrosis of skin NOS"	"M2y12-99"	"M2y1299"	606831000000106	889581000006117	
360302013	"Filiform wart"	"A7815"	"A781500"	240536007	360302013	
