medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release
278759014	"Other specified other blood transfusion"	"7L14y"	"7L14y00"	116859006	6581000006113	
278766010	"Other specified other intravenous transfusion"	"7L15y"	"7L15y00"	5447007	6161000006112	
325225012	"Other transfusion reaction"	"SP38"	"SP38.00"	82545002	251411000006110	
877401000006114	"Packed blood cell transfusion"	"7L141-99"	"7L14199"	180207008	877401000006114	
43111000033110	"Parenteral Iron Therapy"	"DRGG9.1.1.2"	""	43111000033106	43111000033110	
877441000006111	"Plasma transfusion"	"7L151-98"	"7L15198"	13569004	877441000006111	
987881000006117	"Platelet transfusion"	"7L142-99"	"7L14299"	180208003	987881000006117	
928801000006117	"Platelet transfusion"	"7L154-99"	"7L15499"	652691000000102	928801000006117	
860921000006119	"Platelet transfusion"	"74142-99"	"7414299"	549091000000107	860921000006119	
223551000000117	"Post-transfusion purpura"	"D3140"	"D314000"	73162004	223551000000117	
877361000006116	"Replacement blood transfusion"	"7L13-99"	"7L13.99"	39188002	877361000006116	
2672611011	"Rhesus incompatibility reaction"	"SP37"	"SP37.00"	88924008	2672611011	
26714014	"Septic shock due to transfusion"	"SP380"	"SP38000"	15765005	26714014	
325220019	"Serum rash"	"SP352"	"SP35200"	213323001	325220019	
877461000006110	"Serum transfusion"	"7L152-99"	"7L15299"	617391000000101	877461000006110	
262889019	"Support transfusion therapy"	"5A84"	"5A84.00"	169410004	262889019	
450586010	"Thrombocytopenia due to massive blood transfusion"	"D3140-1"	"D314011"	307342006	450586010	
537191000000118	"Too soon after blood transfusion for reliable screening"	"4IA3"	"4IA3.00"	302721000000105	537191000000118	
257749011	"Transfusion centre ref. no."	"435"	"435..00"	165766007	257749011	
129896018	"Transfusion of blood expander"	"7L153"	"7L15300"	78281001	129896018	
1233724012	"Transfusion of coagulation factor"	"7L150"	"7L15000"	74287006	1233724012	
23163011	"Transfusion of plasma"	"7L151"	"7L15100"	13569004	23163011	
375861000000110	"Transfusion of plasma NEC"	"7L158"	"7L15800"	13569004	1554731000006116	
278764013	"Transfusion of platelets NEC"	"7L154"	"7L15400"	12719002	95531000006116	
278763019	"Transfusion of serum NEC"	"7L152"	"7L15200"	5447007	95541000006114	
325227016	"Transfusion reaction NOS"	"SP38z"	"SP38z00"	82545002	95561000006113	
1788057010	"Transfusions"	"88-1"	"88...11"	116859006	95571000006118	
860931000006116	"Whole blood transfusion"	"74143-98"	"7414398"	172899005	860931000006116	
928791000006118	"Whole blood transfusion"	"7L14-96"	"7L14.96"	652651000000105	928791000006118	
460936014	"[V]Blood transfusion, without reported diagnosis"	"ZV582"	"ZV58200"	454351000000109	895741000000110	
352071000006112	"[X] Adverse reaction to blood or blood products NOS"	"U6046-6"	"U604616"	419887003	352071000006112	
354761000006110	"[X] Adverse reaction to iron sorbitol injection"	"U6040-9"	"U604019"	293359002	354761000006110	
355791000006115	"[X] Adverse reaction to natural blood and blood products"	"U6046-1"	"U604611"	419887003	355791000006115	
1817451000006117	"[X]Blood transfusion"	"ZVu3V"	"ZVu3V00"	116859006	1817451000006117	
461427010	"[X]Blood transfusion, without reported diagnosis"	"ZVu3M"	"ZVu3M00"	413731000000107	902201000000117	
