medcode	readcode	clinical_events	immunisation_events	referral_events	test_events	read_term	database_build
87841	"7303200"	8	0	0	0	"Drainage haematoma ext ear control cavity c bolster suture"	"February 2009"
36873	"7303000"	296	0	9	0	"Drainage of haematoma of external ear"	"February 2009"
60042	"7017100"	10	0	0	0	"Drainage of subarachnoid space of brain"	"February 2009"
97046	"7G31400"	494	0	1	0	"Drainage of subungual haematoma"	"July 2009"
45489	"ZA13600"	314	0	2	0	"Drainage of subungual haematoma"	"February 2009"
39516	"ZA13800"	23	0	0	0	"Drainage of subungual haematoma with drill"	"February 2009"
37853	"ZA13700"	52	0	1	0	"Drainage of subungual haematoma with hot wire"	"February 2009"
2384	"K59yx11"	50180	0	3594	6	"Dysfunctional uterine bleeding"	"February 2009"
10425	"K59yx00"	26162	0	1770	0	"Dysfunctional uterine haemorrhage NOS"	"February 2009"
14925	"L10z.00"	3910	0	1375	0	"Early pregnancy haemorrhage NOS"	"February 2009"
41122	"L10zz00"	509	0	11	0	"Early pregnancy haemorrhage NOS"	"February 2009"
101260	"L10z100"	3	0	0	0	"Early pregnancy haemorrhage NOS - delivered"	"January 2011"
48304	"L10z200"	9	0	0	0	"Early pregnancy haemorrhage NOS - not delivered"	"February 2009"
54107	"L10z000"	32	0	2	0	"Early pregnancy haemorrhage NOS unspecified"	"February 2009"
52140	"N091211"	10	0	0	0	"Elbow haemarthrosis"	"February 2009"
89714	"7A1C300"	20	0	0	0	"Endov ins stent graft for aortic dissection in any position"	"February 2009"
99787	"7A1BB00"	27	0	1	0	"Endovascular ins stent for aortic dissection in any position"	"June 2010"
83527	"7A1B300"	6	0	0	0	"Endovascular stenting of aortic dissection in any position"	"February 2009"
50849	"A070300"	25	0	0	0	"Enterohaemorrhagic Escherichia coli infection"	"February 2009"
30132	"A774.00"	160	0	2	0	"Epidemic haemorrhagic conjunctivitis"	"February 2009"
43418	"S624.11"	58	0	0	0	"Epidural haematoma following injury"	"February 2009"
51504	"S626.00"	35	0	0	0	"Epidural haemorrhage"	"February 2009"
38721	"7273000"	125	0	5	0	"Epiretinal dissection"	"February 2009"
5785	"1C6..11"	173622	0	11293	0	"Epistaxis symptom"	"February 2009"
8884	"M10..00"	419	0	10	0	"Erythematosquamous dermatosis"	"February 2009"
20394	"M10z.00"	137	0	6	0	"Erythematosquamous dermatosis NOS"	"February 2009"
11950	"B937400"	1980	0	48	0	"Essential (haemorrhagic) thrombocythaemia"	"February 2009"
4107	"7032000"	742	0	25	0	"Evacuation of extradural haematoma"	"February 2009"
43682	"7004200"	62	0	1	0	"Evacuation of haematoma from cerebellum"	"February 2009"
31500	"7004100"	132	0	6	1	"Evacuation of haematoma from temporal lobe of brain"	"February 2009"
6931	"7D1C000"	125	0	1	0	"Evacuation of haematoma from vagina"	"February 2009"
3020	"7M0G400"	5318	0	82	0	"Evacuation of haematoma NEC"	"February 2009"
3707	"7D05200"	220	0	4	0	"Evacuation of haematoma of vulva"	"February 2009"
7017	"7004300"	311	0	7	0	"Evacuation of intracerebral haematoma NEC"	"February 2009"
3122	"7736000"	2699	0	77	0	"Evacuation of perianal haematoma"	"February 2009"
4917	"7017000"	4683	0	98	0	"Evacuation of subdural haematoma"	"February 2009"
33360	"F4G3200"	49	0	2	0	"Exophthalmos due to orbital haemorrhage"	"February 2009"
28763	"F436100"	18	0	0	0	"Expulsive choroidal haemorrhage"	"February 2009"
30045	"G616.00"	36	0	1	0	"External capsule haemorrhage"	"February 2009"
36178	"G620.00"	200	0	1	0	"Extradural haemorrhage - nontraumatic"	"February 2009"
27661	"S62..11"	362	0	5	0	"Extradural haemorrhage following injury"	"February 2009"
112092	"L081.00"	1	0	0	0	"Failed attempted abortion + delayed or excessive haemorrhage"	"September 2017"
46241	"K5C0.00"	17	0	1	0	"Female haematocele NEC"	"February 2009"
29903	"K59yy00"	73	0	5	0	"Functional uterine haemorrhage NOS"	"February 2009"
15517	"J68z000"	699	0	72	0	"Gastric haemorrhage NOS"	"February 2009"
23813	"7619100"	30	0	4	0	"Gastrotomy and ligation of bleeding point of stomach"	"February 2009"
99262	"98BO.00"	1	0	0	0	"GMS3 claim - arrest dental haemorrhage (Rate A) paid"	"May 2010"
99261	"98BN.00"	1	0	0	0	"GMS3 claim - arrest dental haemorrhage (Rate A) sent to HA"	"May 2010"
98945	"98BR.00"	131	0	0	0	"GMS3 claim - arrest dental haemorrhage (Rate B) paid"	"April 2010"
99264	"98BQ.00"	1	0	0	0	"GMS3 claim - arrest dental haemorrhage (Rate B) sent to HA"	"May 2010"
99263	"98BP.00"	1	0	0	0	"GMS3 claim - arrest dental haemorrhage (Rate B) signed"	"May 2010"
2120	"N091.00"	10713	0	852	0	"Haemarthrosis"	"February 2009"
61175	"N091z00"	24	0	0	0	"Haemarthrosis NOS"	"February 2009"
49321	"N091P00"	7	0	0	0	"Haemarthrosis of ankle"	"February 2009"
44583	"N091D00"	82	0	0	0	"Haemarthrosis of elbow"	"February 2009"
44607	"N091K00"	9	0	0	0	"Haemarthrosis of hip"	"February 2009"
41964	"N091V00"	3	0	0	0	"Haemarthrosis of IP joint of toe"	"February 2009"
27871	"N091M00"	779	0	11	0	"Haemarthrosis of knee"	"February 2009"
110562	"N091G00"	1	0	0	0	"Haemarthrosis of MCP joint"	"February 2016"
56767	"N091900"	1	0	0	0	"Haemarthrosis of multiple joints"	"February 2009"
72200	"N091800"	16	0	0	0	"Haemarthrosis of other specified site"	"February 2009"
95010	"N091S00"	2	0	0	0	"Haemarthrosis of other tarsal joint"	"February 2009"
89918	"N091H00"	3	0	0	0	"Haemarthrosis of PIP joint of finger"	"February 2009"
54228	"N091A00"	18	0	0	0	"Haemarthrosis of shoulder"	"February 2009"
95034	"N091Q00"	1	0	0	0	"Haemarthrosis of subtalar joint"	"February 2009"
110334	"N091R00"	1	0	0	0	"Haemarthrosis of talonavicular joint"	"December 2015"
97913	"N091711"	1	0	0	0	"Haemarthrosis of the ankle"	"October 2009"
41649	"N091700"	12	0	1	0	"Haemarthrosis of the ankle and foot"	"February 2009"
44579	"N091300"	3	0	0	0	"Haemarthrosis of the forearm"	"February 2009"
41519	"N091400"	12	0	0	0	"Haemarthrosis of the hand"	"February 2009"
60791	"N091611"	230	0	1	0	"Haemarthrosis of the knee"	"February 2009"
45685	"N091600"	275	0	0	0	"Haemarthrosis of the lower leg"	"February 2009"
72202	"N091500"	7	0	0	0	"Haemarthrosis of the pelvic region and thigh"	"February 2009"
65637	"N091100"	24	0	1	0	"Haemarthrosis of the shoulder region"	"February 2009"
73019	"N091200"	18	0	0	0	"Haemarthrosis of the upper arm"	"February 2009"
71979	"N091N00"	1	0	0	0	"Haemarthrosis of tibio-fibular joint"	"February 2009"
55063	"N091000"	4	0	0	0	"Haemarthrosis of unspecified site"	"February 2009"
49323	"N091F00"	7	0	0	0	"Haemarthrosis of wrist"	"February 2009"
100266	"N091T00"	12	0	0	0	"Haemarthrosis-1st MTPJ"	"July 2010"
1188	"J680.00"	102191	0	16660	17	"Haematemesis"	"February 2009"
105416	"19E6.12"	112	0	6	0	"Haematochezia"	"December 2012"
3312	"K5C2.00"	457	0	22	0	"Haematocolpos"	"February 2009"
40423	"F4B1211"	6	0	0	0	"Haematocornea"	"February 2009"
42967	"L443.11"	80	0	2	0	"Haematoma - perineal wound"	"February 2009"
8775	"SP21.11"	3520	0	90	0	"Haematoma - postoperative"	"February 2009"
4028	"SE4z.11"	49245	0	993	0	"Haematoma NOS"	"February 2009"
4398	"SE45.11"	3520	0	275	2	"Haematoma of leg"	"February 2009"
11741	"L394600"	366	0	9	0	"Haematoma of obstetric wound"	"February 2009"
16949	"F503100"	602	0	27	0	"Haematoma of pinna"	"February 2009"
10984	"SE22300"	761	0	17	0	"Haematoma of rectus sheath"	"February 2009"
49487	"K537.00"	37	0	1	0	"Haematoma of the broad ligament"	"February 2009"
16525	"K575.00"	785	0	48	0	"Haematoma of vulva"	"February 2009"
1155	"SE...11"	31650	0	2209	9	"Haematoma with intact skin"	"February 2009"
31002	"K544.00"	338	0	17	0	"Haematometra"	"February 2009"
36735	"K53y600"	87	0	2	0	"Haematosalpinx"	"February 2009"
4782	"K286w11"	30791	0	4917	13	"Haematospermia"	"February 2009"
15534	"G530.00"	1169	0	7	0	"Haemopericardium"	"February 2009"
24126	"G360.00"	156	0	1	0	"Haemopericardium/current comp folow acut myocard infarct"	"February 2009"
27337	"J56y000"	182	0	2	0	"Haemoperitoneum - nontraumatic"	"February 2009"
4493	"H51y100"	791	0	4	0	"Haemopneumothorax"	"February 2009"
71649	"851Z.00"	7	0	0	0	"Haemorr. control by pack NOS"	"February 2009"
17825	"SP21.12"	623	0	21	0	"Haemorrhage - postoperative"	"February 2009"
10779	"F42y.11"	4473	0	367	0	"Haemorrhage - retinal"	"February 2009"
37772	"851..00"	104	0	11	0	"Haemorrhage control by packing"	"February 2009"
3766	"L10..00"	6420	0	1809	7	"Haemorrhage in early pregnancy"	"February 2009"
50097	"K167.00"	19	0	0	0	"Haemorrhage into bladder wall"	"February 2009"
1819	"G8y0.00"	12454	0	1101	5	"Haemorrhage NOS"	"February 2009"
35767	"K55y300"	72	0	10	0	"Haemorrhage of cervix"	"February 2009"
106975	"Gy51.00"	4	0	0	0	"Haemorrhage of dialysis arteriovenous fistula"	"September 2013"
108759	"Gy5..00"	1	0	0	0	"Haemorrhage of dialysis vascular access"	"October 2014"
22176	"F4Ey000"	140	0	12	0	"Haemorrhage of eyelid"	"February 2009"
16114	"J10y000"	168	0	27	0	"Haemorrhage of oesophagus"	"February 2009"
65976	"C12y100"	1	0	0	0	"Haemorrhage of parathyroid"	"February 2009"
19271	"J573.00"	15479	0	144	0	"Haemorrhage of rectum and anus"	"February 2009"
46479	"J573z00"	281	0	14	0	"Haemorrhage of rectum and anus NOS"	"February 2009"
15925	"K56y100"	3016	0	121	0	"Haemorrhage of vagina"	"February 2009"
71197	"F437200"	4	0	0	0	"Haemorrhagic choroidal detachment"	"February 2009"
44258	"J062100"	12	0	1	0	"Haemorrhagic cyst of jaw"	"February 2009"
63620	"D305000"	19	0	1	1	"Haemorrhagic disorder due to antithrombinaemia"	"February 2009"
53054	"D305.00"	10	0	2	1	"Haemorrhagic disorder due to circulating anticoagulants"	"February 2009"
64687	"D305100"	3	0	0	0	"Haemorrhagic disorder due to hyperheparinaemia"	"February 2009"
36128	"A080500"	59	0	4	0	"Haemorrhagic dysentery"	"February 2009"
67197	"A786.00"	7	0	0	0	"Haemorrhagic nephrosonephritis"	"February 2009"
26065	"F501G00"	28	0	0	0	"Haemorrhagic otitis externa"	"February 2009"
28914	"662o.00"	196	0	4	0	"Haemorrhagic stroke monitoring"	"February 2009"
4594	"1C62.00"	21324	0	1119	0	"Has nose bleeds - epistaxis"	"February 2009"
9106	"1584.00"	6524	0	270	0	"Heavy episode of vaginal bleeding"	"February 2009"
100998	"K592012"	3965	0	180	0	"Heavy menstrual bleeding"	"November 2010"
96830	"N091511"	1	0	0	0	"Hip haemarthrosis"	"May 2009"
3401	"F444000"	7796	0	363	0	"Hyphaema"	"February 2009"
41783	"L041100"	104	0	1	0	"Incomp spontaneous abortion + delayed/excessive haemorrhage"	"February 2009"
112073	"L061100"	1	0	0	0	"Incomplete illegal abortion + delayed/excessive haemorrhage"	"September 2017"
111306	"L044111"	1	0	0	0	"Incomplete inev mis comp by delayed or excessive haemorrhage"	"September 2016"
68936	"L051100"	5	0	1	0	"Incomplete legal abortion + delayed or excessive haemorrhage"	"February 2009"
45734	"F117.00"	149	0	0	0	"Infantile posthaemorrhagic hydrocephalus"	"February 2009"
72741	"S714.00"	4	0	0	0	"Injury of heart with haemopericardium"	"February 2009"
51571	"7405300"	37	0	1	0	"Insertion of Brighton epistaxis balloon"	"February 2009"
60379	"7D1D600"	32	0	0	0	"Insertion of pack into vagina NEC"	"February 2009"
1039	"K59y300"	75521	0	10656	47	"Intermenstrual bleeding"	"February 2009"
5779	"K596.11"	74223	0	5774	18	"Intermenstrual bleeding - irregular"	"February 2009"
6622	"K595.11"	87527	0	13249	2	"Intermenstrual bleeding - regular"	"February 2009"
40338	"G611.00"	220	0	3	0	"Internal capsule haemorrhage"	"February 2009"
111564	"SP07200"	1	0	0	0	"Internal prosthetic device causing haemorrhage"	"December 2016"
2629	"F404500"	442	0	125	0	"Intra-ocular haemorrhage"	"February 2009"
28652	"SP21000"	22	0	0	0	"Intra-operative haemorrhage"	"February 2009"
5051	"G61..00"	14933	0	241	0	"Intracerebral haemorrhage"	"February 2009"
31060	"G61X.00"	115	0	0	0	"Intracerebral haemorrhage in hemisphere, unspecified"	"February 2009"
3535	"G61z.00"	1896	0	81	0	"Intracerebral haemorrhage NOS"	"February 2009"
30202	"G617.00"	704	0	2	0	"Intracerebral haemorrhage, intraventricular"	"February 2009"
57315	"G618.00"	34	0	2	0	"Intracerebral haemorrhage, multiple localized"	"February 2009"
35867	"S630.12"	114	0	1	0	"Intracranial haematoma following injury"	"February 2009"
20284	"G62z.00"	710	0	19	0	"Intracranial haemorrhage NOS"	"February 2009"
28511	"SE4z.12"	133	0	2	0	"Intramuscular haematoma NOS"	"February 2009"
62121	"L3A..00"	4	0	0	0	"Intrapartum haemorrhage with coagulation defect"	"February 2009"
32339	"L3X..00"	102	0	0	0	"Intrapartum haemorrhage, unspecified"	"February 2009"
39274	"K138300"	68	0	12	4	"Intrarenal haematoma"	"February 2009"
52215	"S761100"	5	0	0	0	"Kidney haematoma with open wound into cavity"	"February 2009"
36070	"S760100"	94	0	0	0	"Kidney haematoma without mention of open wound into cavity"	"February 2009"
28314	"G61X000"	214	0	0	0	"Left sided intracerebral haemorrhage, unspecified"	"February 2009"
45372	"7G2H400"	25	0	1	0	"Liposuction removal of haematoma"	"February 2009"
99904	"S741100"	2	0	0	0	"Liver haematoma and contusion with open wound into cavity"	"June 2010"
46267	"S740100"	42	0	0	0	"Liver haematoma and contusion without open wound into cavity"	"February 2009"
107440	"G619.00"	84	0	0	0	"Lobar cerebral haemorrhage"	"December 2013"
5018	"K286v00"	366	0	23	0	"Male genital haematoma NOS"	"February 2009"
16419	"K286w00"	1999	0	327	2	"Male genital haemorrhage NOS"	"February 2009"
3106	"J107.00"	5048	0	191	0	"Mallory-Weiss syndrome"	"February 2009"
31265	"Q413200"	2	0	0	0	"Massive umbilical haemorrhage"	"February 2009"
397	"J681.00"	47454	0	10313	16	"Melaena"	"February 2009"
37299	"4737.11"	86	0	31	62	"Melaena - O/E of faeces"	"February 2009"
3487	"K59y.11"	1309	0	90	0	"Metropathia haemorrhagica"	"February 2009"
11725	"K599.00"	1959	0	65	0	"Mid-cycle bleeding"	"February 2009"
72449	"F161300"	4	0	0	0	"Myelopathy due to haematomyelia"	"February 2009"
20609	"B937.00"	208	0	22	0	"Neop uncertain behaviour other lymphatic/haematopoietic tiss"	"February 2009"
103709	"16R0.00"	99	0	0	0	"No bleeding symptom on anticoagulation therapy"	"February 2012"
