medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release
305746011	"Antepartum haemorrhage NOS - not deliv"	"L11z2"	"L11z200"	34842007	485751000006113	
305742013	"Antepartum haemorrhage NOS, unspecified"	"L11z0"	"L11z000"	34842007	485761000006110	
355609010	"Antepartum haemorrhage with afibrinogenaemia"	"L113-1"	"L113.11"	237272003	355609010	
398341018	"Antepartum haemorrhage with coagulation defect"	"L113"	"L113.00"	267199000	398341018	
305697012	"Antepartum haemorrhage with coagulation defect - delivered"	"L1131"	"L113100"	198917009	305697012	
485801000006118	"Antepartum haemorrhage with coagulation defect - not deliv"	"L1132"	"L113200"	198918004	485801000006118	
305702015	"Antepartum haemorrhage with coagulation defect NOS"	"L113z"	"L113z00"	267199000	485811000006115	
305696015	"Antepartum haemorrhage with coagulation defect unspecified"	"L1130"	"L113000"	267199000	485821000006111	
305717016	"Antepartum haemorrhage with fibroid"	"L115-1"	"L115.11"	198925006	305717016	
355606015	"Antepartum haemorrhage with hyperfibrinolysis"	"L113-2"	"L113.12"	237271005	355606015	
355605016	"Antepartum haemorrhage with hypofibrinogenaemia"	"L113-3"	"L113.13"	237270006	355605016	
305703013	"Antepartum haemorrhage with trauma"	"L114"	"L114.00"	198920001	305703013	
305707014	"Antepartum haemorrhage with trauma - delivered"	"L1141"	"L114100"	198922009	305707014	
305710019	"Antepartum haemorrhage with trauma - not delivered"	"L1142"	"L114200"	198923004	305710019	
305711015	"Antepartum haemorrhage with trauma NOS"	"L114z"	"L114z00"	198920001	485891000006113	
305706017	"Antepartum haemorrhage with trauma unspecified"	"L1140"	"L114000"	198920001	485901000006112	
305718014	"Antepartum haemorrhage with uterine fibroid"	"L115-2"	"L115.12"	198925006	305718014	
305716013	"Antepartum haemorrhage with uterine leiomyoma"	"L115"	"L115.00"	198925006	305716013	
305722016	"Antepartum haemorrhage with uterine leiomyoma - delivered"	"L1151"	"L115100"	198927003	305722016	
485941000006114	"Antepartum haemorrhage with uterine leiomyoma - not deliv"	"L1152"	"L115200"	198928008	485941000006114	
305726018	"Antepartum haemorrhage with uterine leiomyoma NOS"	"L115z"	"L115z00"	198925006	485951000006111	
305719018	"Antepartum haemorrhage with uterine leiomyoma unspecified"	"L1150"	"L115000"	198925006	485961000006113	
485971000006118	"Antepartum haemorrhage, abruptio placentae, placenta praevia"	"L11"	"L11..00"	267197003	485971000006118	
1411000033112	"Antifibrinolytic Drugs And Haemostatics"	"DRGG2.11"	""	1411000033108	1411000033112	
1808731000006115	"Application of chemical haemostatic agents"	"EMISNQAP4"	""	372045002	1207348015	
495061000006113	"Aspiration of haematoma of brain tissue"	"70082"	"7008200"	171502001	495061000006113	
279090012	"Aspiration of haematoma of organ NOC"	"7M0G0"	"7M0G000"	621461000000103	1372141000000114	
215531000000119	"BPV - Vaginal bleeding"	"K56y1-2"	"K56y112"	289530006	523951000006112	
503791000006114	"Basal nucleus haemorrhage"	"G612"	"G612.00"	195165005	503791000006114	
304253010	"Bladder haemorrhage"	"K16y2"	"K16y200"	197887003	304253010	
371562017	"Bleeding - vaginal NOS"	"K56y1-1"	"K56y111"	289530006	515371000006112	
515491000006115	"Bleeding PR"	"J573-1"	"J573.11"	12063002	221101000000112	
1235493010	"Bleeding acute gastric ulcer"	"J1101-1"	"J110111"	89748001	1235493010	
1235462014	"Bleeding chronic duodenal ulcer"	"J1211-1"	"J121111"	89469000	1235462014	
1231704018	"Bleeding chronic gastric ulcer"	"J1111-1"	"J111111"	57246001	1231704018	
303134017	"Bleeding diverticulosis"	"J5109"	"J510900"	197092000	303134017	
1887791000006116	"Bleeding due to intrauterine contraceptive device"	"SP07R"	"SP07R00"	236737006	1887791000006116	
354839010	"Bleeding due to intrauterine contraceptive device"	"SP032-6"	"SP03216"	236737006	354839010	
1805191000006113	"Bleeding from breast"	"EMISNQBL22"	""	52297004	87019010	
1805151000006119	"Bleeding from nipple"	"EMISNQBL21"	""	248838002	371379012	
371988014	"Bleeding from urethra"	"K19y4"	"K19y400"	249301002	371988014	
143080016	"Bleeding gums"	"1928"	"1928.00"	86276007	143080016	
483053014	"Bleeding in early pregnancy"	"L10y-1"	"L10y.11"	25825004	483053014	
1805101000006118	"Bleeding of pigmented skin lesion"	"EMISNQBL20"	""	1805101000006102	1805101000006118	
1230526013	"Bleeding postpartum"	"L36-1"	"L36..11"	47821001	1230526013	
353962019	"Bleeding stoma"	"25T0"	"25T0.00"	236129005	353962019	
1790721000000110	"Bleeding symptom"	"16R"	"16R..00"	800901000000100	1790721000000110	
1773201000006115	"Bleeding symptom"	"EMISNQBL18"	""	1773201000006104	1773201000006115	
253189012	"Blood discharge from ear"	"1C43"	"1C43.00"	162365003	253189012	
517931000006117	"Blood in faeces"	"19E6"	"19E6.00"	405729008	517931000006117	
2647548014	"Blood in faeces"	"4762-1"	"4762.11"	405729008	2647548014	
372431015	"Blood in faeces symptom"	"19E6-1"	"19E6.11"	249624003	372431015	
517961000006114	"Blood in sputum - haemoptysis"	"172"	"172..00"	66857006	517961000006114	
517971000006119	"Blood in sputum - symptom"	"172-1"	"172..11"	66857006	517971000006119	
517981000006116	"Blood in stool"	"J681-1"	"J681.11"	405729008	517981000006116	
961941000006111	"Blood in stools"	"EMISCBL2"	""	961941000006107	961941000006111	
221171000000116	"Blood in stools altered"	"J681-3"	"J681.13"	405729008	517991000006118	
404556017	"Blood in synovial fluid"	"4B34-1"	"4B34.11"	269909003	404556017	
518011000006114	"Blood in urine - haematuria"	"1A45"	"1A45.00"	53298000	1216720018	
518021000006118	"Blood in urine - symptom"	"1A45-1"	"1A45.11"	53298000	518021000006118	
419024010	"Blood in vomit - symptom"	"1994-1"	"1994.11"	281102003	419024010	
411741017	"Blood in vomit O/E"	"4A23-1"	"4A23.11"	275786006	411741017	
1566381000006119	"Bloody diarrhoea"	"EMISNQBL1"	""	1566381000006103	1566381000006119	
524821000006110	"Break - through bleeding"	"K59z-1"	"K59z.11"	56169002	524821000006110	
525281000006114	"Breast haematoma due to nontraumatic cause"	"K31y0"	"K31y000"	198123000	525281000006114	
483988011	"Bulbar haemorrhage"	"G615"	"G615.00"	732923001	527381000006114	
407087019	"C/O - melaena"	"19E4-2"	"19E4.12"	272045003	407087019	
411565016	"C/O p.v. bleeding"	"158-1"	"158..11"	275570002	411565016	
605471000006112	"CVA - cerebrovascular accid due to intracerebral haemorrhage"	"G61-1"	"G61..11"	274100004	605471000006112	
493656015	"Capillary haemorrhage"	"G77z0"	"G77z000"	43696002	493656015	
345709014	"Carotid artery dissection"	"G6732"	"G673200"	705066004	1001581000006118	
303521011	"Central haemorrhagic necrosis of liver"	"J636"	"J636.00"	197364000	303521011	
502878012	"Cerebellar haemorrhage"	"G613"	"G613.00"	75038005	502878012	
884421000006119	"Cerebral haemorrhage"	"G6-99"	"G6...99"	62914000	884421000006119	
989201000006117	"Cerebral haemorrhage"	"G61-99"	"G61..99"	274100004	409860011	
894091000006111	"Cerebral haemorrhage - birth"	"Q200-99"	"Q200.99"	206188000	894091000006111	
989211000006119	"Cerebral haemorrhage NOS"	"G61-98"	"G61..98"	274100004	989211000006119	
884451000006111	"Cerebral haemorrhage NOS"	"G62z-99"	"G62z.99"	700251000000105	884451000006111	
505322013	"Cerebral haemorrhage following injury"	"S62"	"S62..00"	450418003	2916363013	
320852013	"Cerebral haemorrhage following injury NOS"	"S62z"	"S62z.00"	450418003	542891000006117	
1573101000006112	"Cerebral infarction with haemorrhagic transformation"	"EMISNQCE4"	""	1573101000006108	1573101000006112	
297942018	"Choroidal haemorrhage and rupture"	"F436"	"F436.00"	193474002	297942018	
297946015	"Choroidal haemorrhage or rupture NOS"	"F436z"	"F436z00"	193474002	552791000006113	
508524014	"Chronic duodenal ulcer with haemorrhage"	"J1211"	"J121100"	89469000	508524014	
486596015	"Chronic duodenal ulcer with haemorrhage AND perforation"	"J1213"	"J121300"	36975000	486596015	
497833010	"Chronic gastric ulcer with haemorrhage"	"J1111"	"J111100"	57246001	497833010	
554311000006114	"Chronic gastric ulcer with haemorrhage and perforation"	"J1113"	"J111300"	76181002	554311000006114	
499386010	"Chronic gastrojejunal ulcer with haemorrhage"	"J1411"	"J141100"	62838000	499386010	
494304013	"Chronic gastrojejunal ulcer with haemorrhage AND perforation"	"J1413"	"J141300"	45640006	494304013	
495344012	"Chronic peptic ulcer with haemorrhage"	"J1311"	"J131100"	49232000	495344012	
498977018	"Chronic peptic ulcer with haemorrhage AND perforation"	"J1313"	"J131300"	61300005	498977018	
455462013	"Closed heart injury with haemopericardium"	"S7140"	"S714000"	311830005	455462013	
402930018	"Closed traumatic extradural haemorrhage"	"S624"	"S624.00"	43216008	568791000006118	
1216777017	"Closed traumatic haemopneumothorax"	"S704"	"S704.00"	59190009	1216777017	
402929011	"Closed traumatic subarachnoid haemorrhage"	"S620"	"S620.00"	28048009	568861000006116	
320752018	"Closed traumatic subdural haemorrhage"	"S622"	"S622.00"	209947002	320752018	
575751000006114	"Complete illegal abortion + delayed or excessive haemorrhage"	"L0621"	"L062100"	198757001	575751000006114	
576001000006117	"Complete legal abortion with delayed/excessive haemorrhage"	"L0521"	"L052100"	198719001	576001000006117	
576191000006113	"Complete spontaneous abortion +delayed/excessive haemorrhage"	"L0421"	"L042100"	198656000	576191000006113	
298518014	"Conjunctival haemorrhage NOS"	"F4C72"	"F4C7200"	21117005	589421000006116	
590531000006114	"Contact bleeding of cervix"	"K587"	"K587.00"	248980004	590531000006114	
354838019	"Contraception IUCD causing bleeding"	"SP032-7"	"SP03217"	236737006	354838019	
878511000006114	"Control of haemorrhage"	"7M0U4-98"	"7M0U498"	621531000000109	878511000006114	
322816019	"Contusion, fingernail (includes subungual haematoma)"	"SE332"	"SE33200"	211514005	322816019	
350608017	"Coronary artery dissection"	"G72B1"	""	732230001	1988531000006117	
304493010	"Corpus cavernosum haematoma"	"K2751"	"K275100"	198031007	304493010	
1216873013	"Corpus cavernosum haemorrhage"	"K2752"	"K275200"	69452005	1216873013	
1217315012	"Corpus luteum cyst haemorrhage"	"K5311"	"K531100"	95599002	1217315012	
495394013	"Cortical haemorrhage"	"G610"	"G610.00"	49422009	495394013	
1856961000006117	"Counselled regarding vaginal bleeding"	"TESTPCO15"	""	1856961000006101	1856961000006117	
885851000006113	"DU - acute + haemorrhage"	"J1201-99"	"J120199"	12847006	885851000006113	
885891000006119	"DU - chronic + haemorrhage"	"J1211-99"	"J121199"	89469000	885891000006119	
495202016	"Deep retinal haemorrhage"	"F42y3"	"F42y300"	48742005	495202016	
612311000006117	"Delayed/excess haemorrhage NOS following abortive pregnancy"	"L091z"	"L091z00"	609446006	612311000006117	
887711000006114	"Delayed/excessive haemorrhage"	"L091-99"	"L091.99"	198827002	887711000006114	
612321000006113	"Delayed/excessive haemorrhage following abortive pregnancy"	"L091"	"L091.00"	609448007	612321000006113	
1005981000006112	"Dental extraction haemorrhage control"	"EMISD_DE63"	""	1005981000006108	1005981000006112	
2536174018	"Dissecting aortic aneurysm"	"G710"	"G710.00"	308546005	2536174018	
1816221000006113	"Dissection of artery"	"G72B"	"G72B.00"	710864009	3046504015	
1816141000006110	"Dissection of artery of arm"	"G725-1"	"G725.11"	713033007	1816141000006110	
1816181000006116	"Dissection of artery of leg"	"G728-1"	"G728.11"	713032002	1816181000006116	
1816191000006118	"Dissection of artery of lower extremity"	"G728"	"G728.00"	713032002	1816191000006118	
1816151000006112	"Dissection of artery of upper extremity"	"G725"	"G725.00"	713033007	3287761016	
300389010	"Dissection of cerebral arteries, nonruptured"	"G6730"	"G673000"	713082007	625131000006112	
2168721000000118	"Dissection of iliac artery"	"G727"	"G727.00"	233999007	2168721000000118	
1816211000006117	"Dissection of other specified arteries"	"G72A"	"G72A.00"	710864009	1816211000006117	
1816161000006114	"Dissection of renal artery"	"G726"	"G726.00"	713036004	3287753014	
350611016	"Dissection of transplant artery"	"G72B0"	"G72B000"	234001008	350611016	
627371000006115	"Does not have nose bleeds"	"1C61"	"1C61.00"	162372002	627371000006115	
628481000006113	"Drainage haematoma ext ear control cavity c bolster suture"	"73032"	"7303200"	172619007	628481000006113	
267223015	"Drainage of haematoma of external ear"	"73030"	"7303000"	172617009	267223015	
265796017	"Drainage of subarachnoid space of brain"	"70171"	"7017100"	171554006	265796017	
508104019	"Drainage of subungual haematoma"	"7G314"	"7G31400"	88584000	508104019	
32278010	"Dysfunctional uterine bleeding"	"K59yx-1"	"K59yx11"	19155002	32278010	
396790010	"Dysfunctional uterine haemorrhage NOS"	"K59yx"	"K59yx00"	19155002	633021000006114	
634181000006111	"Early pregnancy haemorrhage NOS"	"L10z"	"L10z.00"	25825004	634181000006111	
305634015	"Early pregnancy haemorrhage NOS"	"L10zz"	"L10zz00"	25825004	634191000006114	
305638017	"Early pregnancy haemorrhage NOS - delivered"	"L10z1"	"L10z100"	25825004	634201000006112	
305639013	"Early pregnancy haemorrhage NOS - not delivered"	"L10z2"	"L10z200"	25825004	634211000006110	
305635019	"Early pregnancy haemorrhage NOS unspecified"	"L10z0"	"L10z000"	25825004	634221000006119	
310700018	"Elbow haemarthrosis"	"N0912-1"	"N091211"	202405009	310700018	
1587771000006118	"Endov ins stent graft for aortic dissection in any position"	"7A1C3"	"7A1C300"	725371005	1587771000006118	
1701721000006112	"Endovascular ins stent for aortic dissection in any position"	"7A1BB"	"7A1BB00"	725371005	1701721000006112	
359191000000114	"Endovascular stenting of aortic dissection in any position"	"7A1B3"	"7A1B300"	725371005	1548191000006113	
360044012	"Enterohaemorrhagic Escherichia coli infection"	"A0703"	"A070300"	240354007	360044012	
1773214015	"Epidemic haemorrhagic conjunctivitis"	"A774"	"A774.00"	398273006	1773214015	
647051000006114	"Epidural haematoma following injury"	"S624-1"	"S624.11"	262949005	647051000006114	
505381016	"Epidural haemorrhage"	"S626"	"S626.00"	82999001	505381016	
267156014	"Epiretinal dissection"	"72730"	"7273000"	172571009	267156014	
860691000006114	"Epistaxis control"	"7404-99"	"7404.99"	172811007	860691000006114	
860711000006112	"Epistaxis control - cautery"	"74040-99"	"7404099"	172812000	860711000006112	
860721000006116	"Epistaxis control - suture"	"74041-99"	"7404199"	172813005	860721000006116	
860731000006118	"Epistaxis control -cryosurgery"	"74043-99"	"7404399"	172815003	860731000006118	
860741000006111	"Epistaxis control NOS"	"7404z-99"	"7404z99"	557011000000106	860741000006111	
647631000006114	"Epistaxis symptom"	"1C6-1"	"1C6..11"	162371009	647631000006114	
91065017	"Erythematosquamous dermatosis"	"M10"	"M10..00"	54792008	91065017	
308484017	"Erythematosquamous dermatosis NOS"	"M10z"	"M10z.00"	54792008	648421000006112	
648841000006119	"Essential (haemorrhagic) thrombocythaemia"	"B9374"	"B937400"	109994006	648841000006119	
649541000006113	"Evacuation of extradural haematoma"	"70320"	"7032000"	171713001	649541000006113	
279096018	"Evacuation of haematoma NEC"	"7M0G4"	"7M0G400"	118441006	649601000006112	
265690015	"Evacuation of haematoma from cerebellum"	"70042"	"7004200"	171474001	265690015	
265689012	"Evacuation of haematoma from temporal lobe of brain"	"70041"	"7004100"	171473007	265689012	
649591000006116	"Evacuation of haematoma from vagina"	"7D1C0"	"7D1C000"	392256003	649591000006116	
500187011	"Evacuation of haematoma of vulva"	"7D052"	"7D05200"	65687007	500187011	
265692011	"Evacuation of intracerebral haematoma NEC"	"70043"	"7004300"	10458001	649621000006119	
433186012	"Evacuation of perianal haematoma"	"77360"	"7736000"	293018003	433186012	
498516011	"Evacuation of subdural haematoma"	"70170"	"7017000"	59712006	498516011	
298692016	"Exophthalmos due to orbital haemorrhage"	"F4G32"	"F4G3200"	194016009	298692016	
420970014	"Expulsive choroidal haemorrhage"	"F4361"	"F436100"	11623000	420970014	
300276019	"External capsule haemorrhage"	"G616"	"G616.00"	195167002	300276019	
884431000006116	"Extradural haemorrhage"	"G620-99"	"G620.99"	397809001	884431000006116	
660111000006117	"Extradural haemorrhage - nontraumatic"	"G620"	"G620.00"	397809001	660111000006117	
660121000006113	"Extradural haemorrhage following injury"	"S62-1"	"S62..11"	450410005	660121000006113	
662691000006115	"Failed attempted abortion + delayed or excessive haemorrhage"	"L081"	"L081.00"	198807003	662691000006115	
305136017	"Female haematocele NEC"	"K5C0"	"K5C0.00"	53709002	668061000006115	
305075011	"Functional uterine haemorrhage NOS"	"K59yy"	"K59yy00"	19155002	796881000006111	
1707441000006119	"GDS claim - arrest of bleeding"	"EMISD_GD10"	""	1707441000006103	1707441000006119	
19991000000116	"GMS3 claim - arrest dental haemorrhage (Rate A) paid"	"98BO"	"98BO.00"	22311000000108	804251000006111	
19971000000115	"GMS3 claim - arrest dental haemorrhage (Rate A) sent to HA"	"98BN"	"98BN.00"	22301000000106	804261000006113	
19951000000112	"GMS3 claim - arrest dental haemorrhage (Rate A) signed"	"98BM"	"98BM.00"	3031000000101	804271000006118	
20051000000114	"GMS3 claim - arrest dental haemorrhage (Rate B) paid"	"98BR"	"98BR.00"	3051000000108	804281000006115	
20031000000119	"GMS3 claim - arrest dental haemorrhage (Rate B) sent to HA"	"98BQ"	"98BQ.00"	22321000000102	804291000006117	
20011000000110	"GMS3 claim - arrest dental haemorrhage (Rate B) signed"	"98BP"	"98BP.00"	3041000000105	804301000006116	
8781000000114	"GMS4 claim - arrest of dental haemorrhage paid"	"98Ca"	"98Ca.00"	21491000000102	8781000000114	
8741000000118	"GMS4 claim - arrest of dental haemorrhage signed"	"98CY"	"98CY.00"	1051000000107	8741000000118	
8761000000117	"GMS4 claim - arrest of dental haemorrhage to HA"	"98CZ"	"98CZ.00"	725711000000102	804641000006112	
1676481000006111	"GPC claim - arrest dental haemorrhage paid"	"98BY"	"98BY.00"	7351000000104	7761000000118	
1693091000006116	"GPC claim - arrest dental haemorrhage sent to HB"	"98BX-z233"	""	22361000000105	1693091000006116	
1693081000006119	"GPC claim - arrest dental haemorrhage signed"	"98BW-z232"	""	3071000000104	1693081000006119	
885771000006112	"GU - acute + haemorrhage"	"J1101-99"	"J110199"	89748001	885771000006112	
885811000006112	"GU - chronic + haemorrhage"	"J1111-99"	"J111199"	57246001	885811000006112	
303660017	"Gastric haemorrhage NOS"	"J68z0"	"J68z000"	61401005	799141000006118	
269184010	"Gastrotomy and ligation of bleeding point of stomach"	"76191"	"7619100"	173778009	269184010	
1664361000006114	"Gingival bleeding score"	"EMISD_GI10"	""	1664361000006105	1664361000006114	
504800015	"Haemarthrosis"	"N091"	"N091.00"	81808003	504800015	
890621000006114	"Haemarthrosis - ankle/foot"	"N0917-99"	"N091799"	267948008	890621000006114	
989481000006113	"Haemarthrosis - elbow joint"	"N091D-99"	"N091D99"	202405009	989481000006113	
890571000006111	"Haemarthrosis - elbow joint"	"N0912-99"	"N091299"	202405009	890571000006111	
890591000006112	"Haemarthrosis - hand joint"	"N0914-99"	"N091499"	27507004	890591000006112	
890601000006116	"Haemarthrosis - hip joint"	"N0915-99"	"N091599"	202411007	890601000006116	
890611000006118	"Haemarthrosis - knee joint"	"N0916-99"	"N091699"	202413005	890611000006118	
989491000006111	"Haemarthrosis - knee joint"	"N091M-99"	"N091M99"	202413005	989491000006111	
890641000006119	"Haemarthrosis - multiple joint"	"N0919-99"	"N091999"	76427005	890641000006119	
890631000006112	"Haemarthrosis - other joint"	"N0918-99"	"N091899"	687801000000104	890631000006112	
989471000006110	"Haemarthrosis - shoulder joint"	"N091A-99"	"N091A99"	2602008	989471000006110	
890561000006116	"Haemarthrosis - shoulder joint"	"N0911-99"	"N091199"	2602008	890561000006116	
890581000006114	"Haemarthrosis - wrist joint"	"N0913-99"	"N091399"	202407001	890581000006114	
310737012	"Haemarthrosis NOS"	"N091z"	"N091z00"	81808003	812631000006112	
310711014	"Haemarthrosis of DIP joint of finger"	"N091J"	"N091J00"	202410008	310711014	
812701000006111	"Haemarthrosis of IP joint of toe"	"N091V"	"N091V00"	202421004	812701000006111	
310707015	"Haemarthrosis of MCP joint"	"N091G"	"N091G00"	202408006	310707015	
310710010	"Haemarthrosis of PIP joint of finger"	"N091H"	"N091H00"	202409003	310710010	
310695013	"Haemarthrosis of acromioclavicular joint"	"N091C"	"N091C00"	202404008	310695013	
812651000006117	"Haemarthrosis of ankle"	"N091P"	"N091P00"	202415003	812651000006117	
812671000006110	"Haemarthrosis of distal radio-ulnar joint"	"N091E"	"N091E00"	202406005	812671000006110	
310699019	"Haemarthrosis of elbow"	"N091D"	"N091D00"	202405009	310699019	
310715017	"Haemarthrosis of hip"	"N091K"	"N091K00"	202411007	310715017	
310720017	"Haemarthrosis of knee"	"N091M"	"N091M00"	202413005	310720017	
812721000006118	"Haemarthrosis of lesser MTP joint"	"N091U"	"N091U00"	202420003	812721000006118	
812741000006113	"Haemarthrosis of multiple joints"	"N0919"	"N091900"	76427005	812741000006113	
310692011	"Haemarthrosis of other specified site"	"N0918"	"N091800"	81808003	812751000006110	
310729016	"Haemarthrosis of other tarsal joint"	"N091S"	"N091S00"	267948008	812761000006112	
812781000006119	"Haemarthrosis of sacro-iliac joint"	"N091L"	"N091L00"	202412000	812781000006119	
1216220017	"Haemarthrosis of shoulder"	"N091A"	"N091A00"	700018009	812791000006116	
310694012	"Haemarthrosis of sternoclavicular joint"	"N091B"	"N091B00"	202403002	310694012	
310725010	"Haemarthrosis of subtalar joint"	"N091Q"	"N091Q00"	202416002	310725010	
310728012	"Haemarthrosis of talonavicular joint"	"N091R"	"N091R00"	202417006	310728012	
310724014	"Haemarthrosis of the ankle"	"N0917-1"	"N091711"	202415003	310724014	
400243017	"Haemarthrosis of the ankle and foot"	"N0917"	"N091700"	267948008	400243017	
812851000006116	"Haemarthrosis of the forearm"	"N0913"	"N091300"	202407001	812851000006116	
812861000006119	"Haemarthrosis of the hand"	"N0914"	"N091400"	27507004	812861000006119	
219591000000116	"Haemarthrosis of the knee"	"N0916-1"	"N091611"	202413005	219591000000116	
812881000006112	"Haemarthrosis of the lower leg"	"N0916"	"N091600"	202413005	812881000006112	
812891000006110	"Haemarthrosis of the pelvic region and thigh"	"N0915"	"N091500"	202411007	812891000006110	
812901000006114	"Haemarthrosis of the shoulder region"	"N0911"	"N091100"	2602008	812901000006114	
812911000006112	"Haemarthrosis of the upper arm"	"N0912"	"N091200"	202405009	812911000006112	
812921000006116	"Haemarthrosis of tibio-fibular joint"	"N091N"	"N091N00"	202414004	812921000006116	
310655011	"Haemarthrosis of unspecified site"	"N0910"	"N091000"	81808003	812931000006118	
310705011	"Haemarthrosis of wrist"	"N091F"	"N091F00"	202407001	310705011	
812951000006113	"Haemarthrosis-1st MTPJ"	"N091T"	"N091T00"	202419009	812951000006113	
507679012	"Haematemesis"	"J680"	"J680.00"	8765009	507679012	
2153991014	"Haematochezia"	"19E6-2"	"19E6.12"	405729008	2153991014	
2536010017	"Haematocolpos"	"K5C2"	"K5C2.00"	26228000	2536010017	
1490279016	"Haematocornea"	"F4B12-1"	"F4B1211"	231916005	1490279016	
982751000006117	"Haematoma"	"EMISCHA4"	""	982751000006101	982751000006117	
813251000006111	"Haematoma - perineal wound"	"L443-1"	"L443.11"	371610007	813251000006111	
813261000006113	"Haematoma - postoperative"	"SP21-1"	"SP21.11"	213262007	215721000000114	
813271000006118	"Haematoma NOS"	"SE4z-1"	"SE4z.11"	385494008	813271000006118	
2674499019	"Haematoma of leg"	"SE45-1"	"SE45.11"	91603007	813281000006115	
1207311012	"Haematoma of obstetric wound"	"L3946"	"L394600"	371614003	1207311012	
507866018	"Haematoma of pinna"	"F5031"	"F503100"	88050005	507866018	
451473014	"Haematoma of rectus sheath"	"SE223"	"SE22300"	308154003	451473014	
813321000006114	"Haematoma of the broad ligament"	"K537"	"K537.00"	83294006	813321000006114	
501268015	"Haematoma of vulva"	"K575"	"K575.00"	69385001	501268015	
405394012	"Haematoma with intact skin"	"SE-1"	"SE...11"	105618004	813341000006119	
489885017	"Haematometra"	"K544"	"K544.00"	38280009	489885017	
503762012	"Haematosalpinx"	"K53y6"	"K53y600"	78095005	503762012	
